region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice
RCR,STIRLING ROAD,71,01-05,1,0119,1,1319000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,06-10,1,0319,1,1689000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,21-25,1,0818,1,1448000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,31-35,1,0720,1,1278000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,31-35,1,0720,1,1284000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,16-20,1,0720,1,1008000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,36-40,1,0820,1,2103000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,21-25,1,0720,1,2503000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,31-35,1,0820,1,2619000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,01-05,1,0819,1,1237000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,06-10,1,0520,1,952000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,11-15,1,0520,1,1331000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,21-25,1,0520,1,1973000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,36-40,1,0520,1,1239000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,16-20,1,0520,1,1194000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,21-25,1,1019,1,1783000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,01-05,1,0818,1,1112000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,31-35,1,0719,1,1441000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,11-15,1,1019,1,2384000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,31-35,1,1019,1,1374000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,83,21-25,1,0119,1,1676000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,11-15,1,1019,1,1713000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,11-15,1,0419,1,1119000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,11-15,1,0319,1,1386000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,11-15,1,0119,1,1347000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,16-20,1,0719,1,1402000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,06-10,1,0718,1,2120000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,26-30,1,0619,1,1407000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,21-25,1,1118,1,2361000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,26-30,1,1019,1,941000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,21-25,1,0220,1,2494000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,21-25,1,0220,1,1211000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,21-25,1,1019,1,1777000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,83,16-20,1,0718,1,1597000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,11-15,1,0620,1,1224000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,31-35,1,0319,1,1710000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,82,31-35,1,0719,1,1639000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,26-30,1,1219,1,1851000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,36-40,1,1218,1,1393000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,16-20,1,0620,1,995000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,21-25,1,0319,1,1146000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,01-05,1,0718,1,1704000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,01-05,1,1218,1,1071000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,06-10,1,1219,1,2361000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,16-20,1,1219,1,2439000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,31-35,1,1018,1,1037000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,06-10,1,0918,1,1181000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,36-40,1,0719,1,1325000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,83,11-15,1,0718,1,1531000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,11-15,1,0619,1,1144000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,21-25,1,0718,1,847000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,21-25,1,1018,1,1768000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,11-15,1,0818,1,1209000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,26-30,1,0819,1,2007000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,36-40,1,0320,1,1924000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,01-05,1,0718,1,1057000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,36-40,1,1118,1,1387000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,11-15,1,0719,1,1164000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,21-25,1,0820,1,1037000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,31-35,1,0820,1,1284000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,11-15,1,0619,1,1390000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,21-25,1,0619,1,1331000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,01-05,1,0718,1,1197000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,06-10,1,0620,1,1327000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,26-30,1,0620,1,1987000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,21-25,1,0820,1,1278000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,21-25,1,0820,1,1273000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,21-25,1,0820,1,1283000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,21-25,1,0820,1,1018000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,26-30,1,0820,1,1428000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,06-10,1,0718,1,1268000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,01-05,1,0720,1,1303000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,21-25,1,0720,1,947000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,36-40,1,0720,1,1263000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,31-35,1,0720,1,1405000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,31-35,1,0720,1,1411000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,31-35,1,0720,1,1399000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,84,36-40,1,0720,1,1481000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,36-40,1,0720,1,1546000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,01-05,1,0519,1,1354000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,16-20,1,0319,1,1753000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,36-40,1,0319,1,1561000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,16-20,1,0620,1,1239000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,16-20,1,0620,1,1013000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,26-30,1,0320,1,1497000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,21-25,1,0818,1,1320000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,01-05,1,0620,1,1189000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,06-10,1,0420,1,1197000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,16-20,1,0620,1,1369000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,36-40,1,0620,1,1534000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,26-30,1,0620,1,1247000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,26-30,1,0319,1,1910000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,26-30,1,0419,1,1178000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,01-05,1,0519,1,1840000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,21-25,1,0718,1,865000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,31-35,1,0419,1,1307000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,21-25,1,0819,1,1159000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,26-30,1,0819,1,1162000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,36-40,1,0520,1,1000000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,26-30,1,1219,1,1015000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,11-15,1,1218,1,1270000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,31-35,1,0919,1,1219000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,26-30,1,1118,1,1790000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,31-35,1,0720,1,1445000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,36-40,1,0219,1,1874000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,31-35,1,0820,1,2094000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,36-40,1,0820,1,2111000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,31-35,1,0820,1,1041000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,16-20,1,0819,1,1759000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,31-35,1,0420,1,1960000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,01-05,1,0420,1,1185000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,01-05,1,0718,1,1233000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,36-40,1,0720,1,1485000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,21-25,1,0720,1,1263000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,16-20,1,0619,1,1379000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,31-35,1,0718,1,1870000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,16-20,1,0718,1,825000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,31-35,1,0419,1,1718000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,16-20,1,0818,1,1293000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,21-25,1,1218,1,1250000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,16-20,1,0119,1,1134000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,31-35,1,1119,1,1214000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,21-25,1,0619,1,1395000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,26-30,1,0918,1,1279000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,31-35,1,0320,1,1265000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,31-35,1,0320,1,1253000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,36-40,1,0220,1,2000000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,83,21-25,1,0718,1,1612000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,01-05,1,1218,1,1623000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,31-35,1,0819,1,1023000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,16-20,1,1219,1,1931000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,82,31-35,1,1019,1,1631000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,26-30,1,0120,1,1332000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,06-10,1,0519,1,882000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,06-10,1,0919,1,1249000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,21-25,1,0319,1,1253000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,82,26-30,1,0818,1,1537000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,11-15,1,0718,1,938000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,26-30,1,1119,1,1196000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,31-35,1,0819,1,1465000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,16-20,1,0718,1,1328000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,26-30,1,0519,1,905000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,71,26-30,1,0719,1,1429000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,31-35,1,0719,1,923000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,31-35,1,0320,1,1875000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,31-35,1,0320,1,1215000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,125,06-10,1,0718,1,2136000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,01-05,1,0918,1,877000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,36-40,1,0620,1,1238000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,36-40,1,0620,1,1250000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,11-15,1,0620,1,971000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,11-15,1,0620,1,979000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,06-10,1,0719,1,878000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,06-10,1,0718,1,1556000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,31-35,1,0320,1,1214000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,26-30,1,0620,1,2023000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,63,21-25,1,0620,1,1388000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,01-05,1,0718,1,1185000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,41,36-40,1,0819,1,947000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,82,21-25,1,0918,1,1501000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,06-10,1,0918,1,1128000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,11-15,1,0719,1,1707000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,26-30,1,0319,1,1265000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,61,01-05,1,0419,1,1120000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,91,11-15,1,0619,1,1701000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,59,26-30,1,1019,1,1190000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,73,31-35,1,0719,1,1500000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,26-30,1,1019,1,1004000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,58,11-15,1,0319,1,1107000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,98,01-05,1,0918,1,1616000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,64,16-20,1,0918,1,1230000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,STIRLING ROAD,47,06-10,1,0718,1,898000,Apartment,03,Strata,99 yrs lease commencing from 2017,
RCR,PEPYS ROAD,511,01-05,1,0917,3,6000000,Condominium,05,Strata,Freehold,
RCR,PEPYS ROAD,511,B1-B5,1,0220,3,6800000,Condominium,05,Strata,Freehold,
RCR,ROCHESTER DRIVE,121,16-20,1,0820,3,1800000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,31-35,1,0818,3,2725000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,31-35,1,0219,3,1880000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,31-35,1,0720,3,1865000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,21-25,1,1120,3,2060000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,21-25,1,1020,3,1950000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,81,26-30,1,1120,3,1220000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,26-30,1,0920,3,2100000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,16-20,1,0816,3,1450000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,113,11-15,1,0717,3,1630000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,78,06-10,1,0417,3,1100000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,31-35,1,0517,3,2180000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,113,31-35,1,0917,3,1700000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,21-25,1,0618,3,1265000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,16-20,1,0418,3,2380000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,16-20,1,0717,3,1628100,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,06-10,1,1216,3,2450000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,06-10,1,0816,3,1550000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,158,26-30,1,0218,3,2400000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,16-20,1,0916,3,1230000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,26-30,1,0118,3,1715000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,31-35,1,1117,3,1750000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,126,06-10,1,0318,3,1725000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,11-15,1,0917,3,1650000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,26-30,1,0319,3,1788888,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,158,21-25,1,0218,3,2320000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,113,11-15,1,0618,3,1620000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,11-15,1,0818,3,2150000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,26-30,1,1117,3,1770000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,11-15,1,0419,3,2500000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,21-25,1,0718,3,1790000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,11-15,1,0418,3,2180000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,31-35,1,0717,3,1200000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,173,16-20,1,0717,3,2450000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,06-10,1,0718,3,2120000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,78,06-10,1,0819,3,1150000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,173,11-15,1,0220,3,2450000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,81,21-25,1,0120,3,1200000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,156,31-35,1,0518,3,2200000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,173,26-30,1,0320,3,2580000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,173,31-35,1,1017,3,2620000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,78,06-10,1,0118,3,1150000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,21-25,1,1117,3,1200000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,31-35,1,0919,3,1800000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,16-20,1,0918,3,1265000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,158,21-25,1,0219,3,2500000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,31-35,1,0720,3,2600000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,113,21-25,1,1219,3,1780000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,113,26-30,1,1218,3,1720000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,121,11-15,1,0519,3,1728000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,80,26-30,1,0219,3,1265000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,181,31-35,1,0820,3,2550000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,ROCHESTER DRIVE,112,21-25,1,0220,3,1830000,Apartment,05,Strata,99 yrs lease commencing from 2005,
RCR,SPOTTISWOODE PARK ROAD,86,31-35,1,0620,3,1920000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,55,31-35,1,1020,3,1288000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,86,31-35,1,0920,3,1900000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,56,06-10,1,0317,3,1080000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,131,06-10,1,0516,3,2462800,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,85,06-10,1,0317,3,1580000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,56,06-10,1,1016,3,1100000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,56,26-30,1,0419,3,1167000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,56,11-15,1,0617,3,1000000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,56,01-05,1,0717,3,1086000,Condominium,02,Strata,Freehold,
RCR,SPOTTISWOODE PARK ROAD,58,26-30,1,0717,3,1250000,Condominium,02,Strata,Freehold,
