region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice
RCR,DOVER RISE,123,01-05,1,0817,3,1060000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,123,01-05,1,0416,3,1017000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0417,3,1010400,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,141,01-05,1,0416,3,1400000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0218,3,1150000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,1216,3,1028000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0518,3,1180000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,149,01-05,1,1216,3,1300000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,1017,3,1285000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,0417,3,1330000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,06-10,1,0417,3,1310000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0319,3,1025000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,0416,3,1360000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0718,3,1490000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,06-10,1,0816,3,1250000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0516,3,978888,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0617,3,969888,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0419,3,1050000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,0717,3,1320000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0817,3,1100000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0917,3,955000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,1217,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0819,3,1070000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,1217,3,980000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0617,3,1310000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0716,3,1300000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,1116,3,1300000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0618,3,1110000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0916,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,1019,3,1088000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0418,3,1080000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0716,3,1260000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0617,3,970000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0816,3,1190000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0518,3,1100000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,1218,3,1090000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0418,3,990000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0118,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,11-15,1,0317,3,1333000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0919,3,1108000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0217,3,1050000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0818,3,1500000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,1117,3,990000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,11-15,1,1216,3,1300000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0818,3,1450000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,1117,3,1038000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0119,3,1030000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0119,3,1055000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,1116,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,16-20,1,0919,3,980000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0117,3,1190000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0818,3,1030000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,06-10,1,0220,3,1425000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,0419,3,1430000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0517,3,1130000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,1117,3,1413000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,1117,3,950000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0918,3,1030000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0617,3,952800,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,11-15,1,1219,3,1460000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0419,3,1035000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0817,3,968888,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,1117,3,990000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0816,3,960000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,111,01-05,1,1017,3,860000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0518,3,1100000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,1119,3,970000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0519,3,1040000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0219,3,1028000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,122,01-05,1,0218,3,1150000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,1219,3,1400000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0319,3,1088000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,120,11-15,1,0720,3,1560000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0720,3,1010000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0720,3,950000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,1219,3,1070000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0717,3,1300000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0320,3,1068000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0320,3,1468000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,120,11-15,1,0719,3,1285000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,119,06-10,1,0919,3,1460000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0617,3,1070000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0618,3,1080000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,1219,3,1380000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0418,3,1160000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,1019,3,1336000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,16-20,1,1117,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,1117,3,1050000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,1219,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0217,3,943000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,0919,3,1020000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,1119,3,1018000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,16-20,1,0319,3,1008000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,SOUTH BRIDGE ROAD,162,16-20,1,0416,3,1240000,Apartment,01,Strata,99 yrs lease commencing from 1972,
RCR,SOUTH BRIDGE ROAD,162,16-20,1,0217,3,1300000,Apartment,01,Strata,99 yrs lease commencing from 1972,
RCR,PASIR PANJANG ROAD,370,-,1,1016,3,2880000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,370,-,1,0320,3,2850000,Strata Terrace,05,Strata,Freehold,
RCR,NEIL ROAD,296.6,-,1,0720,3,6000000,Terrace,02,Land,Freehold,
RCR,PASIR PANJANG ROAD,90,01-05,1,1220,3,1200000,Apartment,05,Strata,Freehold,
RCR,CHIN SWEE ROAD,130,06-10,1,0517,3,1120000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,130,31-35,1,1216,3,1120000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,96,11-15,1,0118,3,1035000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,130,21-25,1,0417,3,1108000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,96,31-35,1,0517,3,880000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,120,01-05,1,0118,3,1430000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,16664,16-20,139,0518,3,286000000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,120,21-25,1,0316,3,1080000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,CHIN SWEE ROAD,130,31-35,1,0917,3,1400000,Apartment,03,Strata,99 yrs lease commencing from 1980,
RCR,PASIR PANJANG ROAD,118,01-05,1,1020,3,1240000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,118,01-05,1,1016,3,1220000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,118,01-05,1,0916,3,990000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,116,01-05,1,0916,3,950000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,119,01-05,1,0919,3,1250000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,343,-,1,0317,3,2180000,Strata Detached,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,282,-,1,0717,3,2100000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,334,-,1,0816,3,2100000,Strata Detached,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,281,-,1,1117,3,2188000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,95,01-05,1,1118,3,940000,Apartment,05,Strata,999 yrs lease commencing from 1966,
RCR,PASIR PANJANG ROAD,129,01-05,1,0417,3,1080000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,91,01-05,1,0617,3,1110000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,93,01-05,1,0618,3,1360000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,161,01-05,1,1119,3,1818000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,93,01-05,1,0218,3,1250000,Apartment,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,91,01-05,1,0718,3,1280000,Apartment,05,Strata,Freehold,
RCR,HAVELOCK ROAD,75,01-05,1,0720,3,995000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,0419,3,1145000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,120,01-05,1,0820,3,1750000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,96,06-10,1,1217,3,1400000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,73,01-05,1,0720,3,1035000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,98,01-05,1,1218,3,1650000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,69,06-10,1,1120,3,951000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,100,06-10,1,0121,3,1560000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,119,06-10,1,1020,3,1800000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,70,01-05,1,1020,3,965000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,98,01-05,1,0317,3,1308000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,98,01-05,1,1116,3,1385000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,75,01-05,1,0517,3,1070000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,06-10,1,0616,3,1130000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,75,06-10,1,0116,3,1089450,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,98,06-10,1,0416,3,1370000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,75,01-05,1,1117,3,1095000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,133,01-05,1,1116,3,1430000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,96,06-10,1,1216,3,1380000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,98,06-10,1,0318,3,1580000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,73,06-10,1,0717,3,998000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,120,01-05,1,0418,3,1800000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,63,01-05,1,0917,3,970000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,69,01-05,1,0418,3,1000000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,81,01-05,1,0218,3,1260000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,01-05,1,0518,3,1160000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,214,06-10,1,0517,3,2610000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,0617,3,980000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,73,01-05,1,0616,3,950000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,69,06-10,1,0518,3,1080000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,77,01-05,1,0118,3,1100000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,119,01-05,1,0518,3,1810000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,191,01-05,1,1017,3,2145000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,75,01-05,1,0218,3,1100000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,196,01-05,1,0618,3,2920000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,129,01-05,1,0616,3,1750000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,147,06-10,1,0518,3,2300000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,06-10,1,0817,3,1060000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,63,01-05,1,0719,3,1000000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,0519,3,1120000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,160,06-10,1,0318,3,2300000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,192,01-05,1,0916,3,2350000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,01-05,1,0718,3,1250000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,116,01-05,1,1117,3,1610000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,73,06-10,1,1017,3,1070000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,06-10,1,0518,3,1180000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,96,01-05,1,0117,3,1335000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,196,01-05,1,0320,3,2850000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,73,01-05,1,0317,3,990000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,147,01-05,1,1117,3,1950000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,119,01-05,1,0718,3,1800000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,183,06-10,1,0816,3,1920000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,67,01-05,1,0119,3,1020000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,06-10,1,1217,3,1120000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,183,06-10,1,1119,3,2400000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,0218,3,1150000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,96,06-10,1,0716,3,1290000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,147,06-10,1,0620,3,2300000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,196,01-05,1,0217,3,2500000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,01-05,1,1019,3,1170000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,75,06-10,1,0320,3,1050000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,86,01-05,1,0817,3,1110000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,1216,3,1010000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,01-05,1,1019,3,1160000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,69,06-10,1,0217,3,1000000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,116,01-05,1,0718,3,1833000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,67,06-10,1,0617,3,965000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,147,01-05,1,0119,3,2330000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,74,01-05,1,0617,3,1020000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,123,01-05,1,1019,3,1950000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,122,06-10,1,0620,3,1500000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,117,06-10,1,0220,3,1688000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,76,01-05,1,0319,3,1170000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,HAVELOCK ROAD,67,06-10,1,1220,3,1030000,Condominium,03,Strata,99 yrs lease commencing from 1995,
RCR,QUEENSWAY,133,06-10,1,0517,3,1280000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,151,06-10,1,0916,3,1400000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,154,06-10,1,0818,3,1400000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,154,11-15,1,0816,3,1360000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,133,06-10,1,0816,3,1280000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,154,06-10,1,0616,3,1470000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,120,06-10,1,0217,3,1150000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,133,06-10,1,1117,3,1295000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,154,06-10,1,0620,3,1610000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,120,01-05,1,0320,3,1228000,Apartment,03,Strata,Freehold,
RCR,QUEENSWAY,143,06-10,1,1119,3,1608000,Apartment,03,Strata,Freehold,
RCR,PASIR PANJANG ROAD,155.9,-,1,0121,3,2800000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1016,3,7250000,Detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,232,-,1,0218,3,3380000,Semi-detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,225,-,1,0118,3,2000000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1117,3,6200000,Detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,176,-,1,0418,3,1700000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,142.1,-,1,0519,3,1900000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,158.4,-,1,0120,3,2199000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,175.2,-,1,0719,3,3100000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,235,-,1,0719,3,2718000,Semi-detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,155.9,-,1,0121,3,2800000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1016,3,7250000,Detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,232,-,1,0218,3,3380000,Semi-detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,225,-,1,0118,3,2000000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1117,3,6200000,Detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,176,-,1,0418,3,1700000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,142.1,-,1,0519,3,1900000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,158.4,-,1,0120,3,2199000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,175.2,-,1,0719,3,3100000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,235,-,1,0719,3,2718000,Semi-detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,155.9,-,1,0121,3,2800000,Terrace,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1016,3,7250000,Detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,232,-,1,0218,3,3380000,Semi-detached,05,Land,Freehold,
RCR,PASIR PANJANG ROAD,225,-,1,0118,3,2000000,Strata Terrace,05,Strata,Freehold,
RCR,PASIR PANJANG ROAD,755.3,-,1,1117,3,6200000,Detached,05,Land,Freehold,
