street,refPeriod,psf75,median,psf25,district
ARCADIA ROAD,2020Q2,2.55,2.45,2.09,11
ARCADIA ROAD,2020Q4,2.79,2.45,2.38,11
HACIENDA GROVE,2020Q3,2.32,2.2,2.0,15
ALEXANDRA VIEW,2020Q3,5.32,5.07,4.72,03
ALEXANDRA VIEW,2018Q3,5.32,5.09,4.68,03
ALEXANDRA VIEW,2018Q1,5.28,4.87,4.42,03
ALEXANDRA VIEW,2019Q1,5.49,5.23,4.72,03
ALEXANDRA VIEW,2018Q2,5.17,4.72,4.34,03
ALEXANDRA VIEW,2018Q4,5.44,4.42,4.32,03
ALEXANDRA VIEW,2019Q3,5.67,5.27,4.88,03
ALEXANDRA VIEW,2020Q1,5.49,5.07,4.59,03
ALEXANDRA VIEW,2019Q2,5.47,5.15,4.81,03
ALEXANDRA VIEW,2019Q4,5.49,5.17,4.64,03
ALEXANDRA VIEW,2020Q2,5.31,4.87,4.57,03
ALEXANDRA VIEW,2020Q4,5.46,4.87,4.62,03
BISHAN STREET 15,2018Q1,4.54,3.98,3.72,20
BISHAN STREET 15,2018Q3,4.44,4.02,3.72,20
BISHAN STREET 15,2018Q2,4.54,3.98,3.8,20
BISHAN STREET 15,2018Q4,4.75,4.24,3.76,20
BISHAN STREET 15,2019Q4,4.85,4.22,3.76,20
BISHAN STREET 15,2020Q2,4.37,3.96,3.77,20
BISHAN STREET 15,2019Q1,4.52,3.98,3.62,20
BISHAN STREET 15,2020Q3,4.28,3.83,3.57,20
BISHAN STREET 15,2019Q3,4.66,4.14,3.83,20
BISHAN STREET 15,2020Q1,4.54,4.21,3.84,20
BISHAN STREET 15,2019Q2,4.42,3.98,3.72,20
BISHAN STREET 15,2020Q4,4.57,4.13,3.72,20
FARRER ROAD,2018Q1,2.3,2.04,1.9,10
OXLEY WALK,2018Q1,4.25,4.02,3.75,09
OXLEY WALK,2019Q1,4.27,4.0,3.74,09
OXLEY WALK,2018Q3,4.15,3.9,3.5,09
OXLEY WALK,2018Q2,4.06,3.61,3.13,09
OXLEY WALK,2018Q4,4.35,3.76,3.25,09
OXLEY WALK,2019Q3,4.35,4.02,3.54,09
OXLEY WALK,2020Q1,4.35,4.11,3.88,09
OXLEY WALK,2019Q2,4.4,4.06,2.83,09
OXLEY WALK,2020Q3,4.12,3.89,3.57,09
OXLEY WALK,2020Q2,4.09,4.0,3.74,09
OXLEY WALK,2020Q4,4.16,3.68,3.01,09
YIO CHU KANG ROAD,2018Q1,4.28,3.73,3.28,19
YIO CHU KANG ROAD,2018Q3,4.05,3.33,3.04,19
YIO CHU KANG ROAD,2018Q2,4.05,3.46,3.15,19
YIO CHU KANG ROAD,2018Q4,3.78,3.53,3.25,19
YIO CHU KANG ROAD,2019Q4,4.03,3.59,3.15,19
YIO CHU KANG ROAD,2020Q2,4.05,3.55,3.29,19
YIO CHU KANG ROAD,2019Q1,4.18,3.93,3.31,19
YIO CHU KANG ROAD,2020Q3,4.05,3.46,3.19,19
YIO CHU KANG ROAD,2019Q3,3.64,3.31,2.96,19
YIO CHU KANG ROAD,2020Q1,4.18,3.78,3.09,19
YIO CHU KANG ROAD,2019Q2,4.05,3.54,3.35,19
YIO CHU KANG ROAD,2020Q4,4.12,3.5,3.34,19
PECK HAY ROAD,2018Q2,5.68,5.24,4.35,09
PECK HAY ROAD,2018Q4,5.34,4.65,4.03,09
PECK HAY ROAD,2018Q1,5.53,5.24,4.41,09
PECK HAY ROAD,2018Q3,5.14,4.15,3.88,09
PECK HAY ROAD,2019Q4,5.34,4.94,4.2,09
PECK HAY ROAD,2020Q2,5.19,4.89,4.1,09
PECK HAY ROAD,2020Q3,4.84,4.47,4.07,09
PECK HAY ROAD,2019Q1,5.14,4.32,3.91,09
PECK HAY ROAD,2019Q3,5.34,5.14,4.94,09
PECK HAY ROAD,2020Q1,5.37,4.94,4.73,09
PECK HAY ROAD,2019Q2,4.94,4.65,4.1,09
PECK HAY ROAD,2020Q4,5.12,4.74,4.06,09
BUKIT TIMAH ROAD,2018Q1,2.98,2.58,2.49,21
BUKIT TIMAH ROAD,2018Q3,2.88,2.73,2.62,21
BUKIT TIMAH ROAD,2018Q2,2.86,2.68,2.6,21
BUKIT TIMAH ROAD,2018Q4,2.97,2.8,2.51,21
BUKIT TIMAH ROAD,2020Q2,2.83,2.67,2.56,21
BUKIT TIMAH ROAD,2020Q3,2.87,2.69,2.53,21
BUKIT TIMAH ROAD,2019Q1,2.95,2.76,2.54,21
BUKIT TIMAH ROAD,2019Q3,2.98,2.83,2.62,21
BUKIT TIMAH ROAD,2020Q1,3.06,2.76,2.55,21
BUKIT TIMAH ROAD,2019Q2,2.84,2.69,2.54,21
BUKIT TIMAH ROAD,2019Q4,2.95,2.8,2.62,21
BUKIT TIMAH ROAD,2020Q4,2.91,2.71,2.5,21
HILLVIEW RISE,2018Q1,3.68,3.41,3.35,23
HILLVIEW RISE,2018Q3,3.7,3.35,3.1,23
HILLVIEW RISE,2018Q2,3.6,3.41,2.99,23
HILLVIEW RISE,2018Q4,3.79,3.41,3.29,23
HILLVIEW RISE,2020Q3,3.6,3.27,3.06,23
HILLVIEW RISE,2019Q1,3.82,3.44,3.14,23
HILLVIEW RISE,2019Q3,3.58,3.35,3.02,23
HILLVIEW RISE,2020Q1,3.69,3.6,3.18,23
HILLVIEW RISE,2019Q2,3.68,3.39,2.97,23
HILLVIEW RISE,2019Q4,3.79,3.44,3.18,23
HILLVIEW RISE,2020Q2,3.77,3.51,3.35,23
HILLVIEW RISE,2020Q4,3.79,3.61,3.19,23
JALAN NAUNG,2020Q1,3.53,3.34,3.01,19
OXLEY RISE,2018Q4,5.4,5.09,4.5,09
OXLEY RISE,2018Q3,5.4,4.65,4.49,09
OXLEY RISE,2018Q2,5.83,5.4,5.03,09
OXLEY RISE,2019Q4,5.36,5.11,4.87,09
OXLEY RISE,2020Q2,5.62,5.18,4.95,09
OXLEY RISE,2019Q3,5.41,5.1,4.68,09
OXLEY RISE,2020Q3,5.37,4.92,4.37,09
OXLEY RISE,2019Q2,5.54,5.29,4.95,09
OXLEY RISE,2020Q4,5.4,5.09,4.61,09
RIVER VALLEY ROAD,2018Q2,3.84,3.26,3.1,09
RIVER VALLEY ROAD,2018Q4,3.52,3.38,3.02,09
RIVER VALLEY ROAD,2018Q1,3.64,3.23,2.88,09
RIVER VALLEY ROAD,2018Q3,3.69,3.34,3.08,09
RIVER VALLEY ROAD,2019Q2,3.93,3.59,3.28,09
RIVER VALLEY ROAD,2019Q4,3.08,3.0,2.9,09
RIVER VALLEY ROAD,2020Q2,2.86,2.78,2.63,09
RIVER VALLEY ROAD,2020Q3,3.05,2.84,2.64,09
RIVER VALLEY ROAD,2019Q1,3.59,3.28,3.08,09
RIVER VALLEY ROAD,2019Q3,3.73,3.3,3.11,09
RIVER VALLEY ROAD,2020Q1,3.08,2.97,2.7,09
RIVER VALLEY ROAD,2020Q4,3.15,2.94,2.71,09
JURONG EAST STREET 32,2018Q4,2.6,2.45,2.22,22
JURONG EAST STREET 32,2018Q1,2.6,2.38,2.2,22
JURONG EAST STREET 32,2018Q3,3.1,2.83,2.49,22
JURONG EAST STREET 32,2018Q2,2.69,2.41,2.28,22
JURONG EAST STREET 32,2019Q4,2.75,2.57,2.44,22
JURONG EAST STREET 32,2020Q2,2.7,2.41,2.34,22
JURONG EAST STREET 32,2019Q1,2.7,2.47,2.26,22
JURONG EAST STREET 32,2019Q3,3.11,2.69,2.43,22
JURONG EAST STREET 32,2020Q3,2.78,2.55,2.41,22
JURONG EAST STREET 32,2020Q1,2.69,2.49,2.3,22
JURONG EAST STREET 32,2019Q2,3.04,2.53,2.41,22
JURONG EAST STREET 32,2020Q4,2.93,2.8,2.57,22
UPPER BUKIT TIMAH VIEW,2019Q1,2.17,2.01,1.9,21
UPPER BUKIT TIMAH VIEW,2018Q2,2.0,1.84,1.72,21
UPPER BUKIT TIMAH VIEW,2019Q4,2.24,2.04,1.84,21
UPPER BUKIT TIMAH VIEW,2020Q3,2.1,1.93,1.86,21
FORT ROAD,2018Q3,5.07,4.43,4.0,15
FORT ROAD,2018Q2,4.68,4.06,3.79,15
FORT ROAD,2018Q4,4.39,4.15,3.82,15
FORT ROAD,2019Q1,4.65,4.46,4.24,15
FORT ROAD,2019Q3,5.28,4.65,4.12,15
FORT ROAD,2020Q1,4.91,4.17,3.67,15
FORT ROAD,2019Q2,4.86,4.28,4.01,15
FORT ROAD,2019Q4,4.43,3.87,3.64,15
FORT ROAD,2020Q3,4.12,3.86,3.14,15
FORT ROAD,2020Q2,4.65,4.42,3.74,15
FORT ROAD,2020Q4,4.3,3.76,3.62,15
LORONG CHUAN,2018Q1,3.52,3.2,3.1,19
LORONG CHUAN,2018Q3,3.29,3.08,3.03,19
LORONG CHUAN,2020Q3,3.77,3.13,3.0,19
LORONG CHUAN,2019Q3,3.28,3.12,2.88,19
LORONG CHUAN,2020Q1,3.8,3.43,3.12,19
RIVER VALLEY ROAD,2018Q2,3.45,3.11,2.94,10
RIVER VALLEY ROAD,2018Q4,3.37,3.1,2.95,10
RIVER VALLEY ROAD,2018Q1,3.51,3.15,2.88,10
RIVER VALLEY ROAD,2018Q3,3.25,3.05,2.94,10
RIVER VALLEY ROAD,2019Q4,3.51,3.21,3.08,10
RIVER VALLEY ROAD,2020Q2,3.38,3.21,3.02,10
RIVER VALLEY ROAD,2020Q3,3.24,3.08,2.96,10
RIVER VALLEY ROAD,2019Q1,3.34,3.05,2.88,10
RIVER VALLEY ROAD,2019Q3,3.29,3.07,2.95,10
RIVER VALLEY ROAD,2020Q1,3.38,3.18,3.04,10
RIVER VALLEY ROAD,2019Q2,3.38,3.14,2.99,10
RIVER VALLEY ROAD,2020Q4,3.32,3.1,2.96,10
JALAN EUNOS,2018Q1,3.72,3.53,3.26,14
JALAN EUNOS,2018Q3,3.62,3.41,2.99,14
JALAN EUNOS,2018Q2,3.6,3.37,2.84,14
JALAN EUNOS,2018Q4,3.6,3.46,3.19,14
JALAN EUNOS,2019Q1,3.72,3.41,3.07,14
JALAN EUNOS,2019Q3,3.64,3.47,3.05,14
JALAN EUNOS,2020Q1,3.72,3.54,3.16,14
JALAN EUNOS,2019Q2,3.62,3.51,3.19,14
JALAN EUNOS,2019Q4,3.7,3.55,3.36,14
JALAN EUNOS,2020Q3,3.64,3.53,3.06,14
JALAN EUNOS,2020Q2,3.64,3.51,2.92,14
JALAN EUNOS,2020Q4,3.7,3.53,3.28,14
LORONG 32 GEYLANG,2020Q3,4.28,4.0,3.74,14
LORONG 32 GEYLANG,2019Q3,4.09,3.81,3.32,14
CLAYMORE ROAD,2020Q3,4.49,4.18,3.82,09
BEDOK RESERVOIR ROAD,2019Q2,2.7,2.62,2.5,16
AKYAB ROAD,2018Q1,3.6,2.89,2.79,11
AKYAB ROAD,2018Q2,3.44,3.23,3.1,11
AKYAB ROAD,2018Q4,3.55,3.29,3.03,11
AKYAB ROAD,2020Q3,3.39,3.16,3.03,11
AKYAB ROAD,2020Q2,3.31,3.06,2.95,11
AKYAB ROAD,2019Q1,3.37,3.16,3.03,11
AKYAB ROAD,2019Q3,3.44,3.23,2.93,11
AKYAB ROAD,2020Q1,3.54,3.35,3.01,11
AKYAB ROAD,2019Q2,3.37,3.26,2.89,11
AKYAB ROAD,2019Q4,3.65,3.44,3.23,11
AKYAB ROAD,2020Q4,3.64,3.27,3.0,11
CORPORATION ROAD,2018Q1,2.35,2.18,2.13,22
CORPORATION ROAD,2018Q3,2.37,2.23,2.18,22
CORPORATION ROAD,2018Q2,2.37,2.23,2.18,22
CORPORATION ROAD,2018Q4,2.28,2.22,2.1,22
CORPORATION ROAD,2020Q3,2.32,2.24,2.14,22
CORPORATION ROAD,2020Q2,2.3,2.21,2.15,22
CORPORATION ROAD,2019Q1,2.32,2.2,2.15,22
CORPORATION ROAD,2019Q3,2.37,2.23,2.15,22
CORPORATION ROAD,2020Q1,2.37,2.28,2.14,22
CORPORATION ROAD,2019Q2,2.32,2.25,2.18,22
CORPORATION ROAD,2019Q4,2.36,2.21,2.14,22
CORPORATION ROAD,2020Q4,2.39,2.24,2.18,22
LORONG 14 GEYLANG,2019Q4,3.86,3.54,3.22,14
UPPER SERANGOON ROAD,2020Q3,4.17,4.12,3.78,19
UPPER SERANGOON ROAD,2020Q4,4.17,4.02,3.88,19
FERNVALE CLOSE,2018Q1,3.14,2.96,2.73,28
FERNVALE CLOSE,2018Q3,3.1,2.72,2.54,28
FERNVALE CLOSE,2018Q2,3.1,2.86,2.72,28
FERNVALE CLOSE,2018Q4,3.18,2.86,2.73,28
FERNVALE CLOSE,2020Q2,3.23,2.81,2.35,28
FERNVALE CLOSE,2019Q1,3.18,2.73,2.53,28
FERNVALE CLOSE,2019Q3,3.01,2.72,2.5,28
FERNVALE CLOSE,2020Q1,3.35,2.97,2.91,28
FERNVALE CLOSE,2020Q3,3.12,2.93,2.55,28
FERNVALE CLOSE,2019Q2,3.27,3.1,2.73,28
FERNVALE CLOSE,2019Q4,3.18,3.02,2.78,28
FERNVALE CLOSE,2020Q4,3.36,3.09,2.86,28
FLORA ROAD,2018Q1,2.4,2.24,2.06,17
FLORA ROAD,2018Q3,2.29,2.17,2.04,17
FLORA ROAD,2018Q2,2.29,2.11,1.99,17
FLORA ROAD,2018Q4,2.3,2.14,1.99,17
FLORA ROAD,2019Q1,2.33,2.15,2.05,17
FLORA ROAD,2019Q3,2.15,2.04,1.88,17
FLORA ROAD,2020Q1,2.11,2.01,1.9,17
FLORA ROAD,2019Q2,2.38,2.1,1.98,17
FLORA ROAD,2019Q4,2.21,1.98,1.88,17
FLORA ROAD,2020Q3,2.11,1.9,1.84,17
FLORA ROAD,2020Q2,2.43,2.19,1.84,17
FLORA ROAD,2020Q4,2.15,2.05,1.88,17
KIM SENG ROAD,2018Q4,4.43,4.38,4.29,09
KIM SENG ROAD,2018Q1,4.61,4.4,4.16,09
KIM SENG ROAD,2018Q3,4.61,4.38,4.05,09
KIM SENG ROAD,2018Q2,4.82,4.38,4.23,09
KIM SENG ROAD,2019Q4,4.82,4.69,4.38,09
KIM SENG ROAD,2020Q2,4.84,4.61,4.29,09
KIM SENG ROAD,2019Q1,4.53,4.29,4.08,09
KIM SENG ROAD,2020Q3,4.63,4.43,4.1,09
KIM SENG ROAD,2019Q3,4.74,4.5,4.29,09
KIM SENG ROAD,2020Q1,4.69,4.41,4.17,09
KIM SENG ROAD,2019Q2,4.82,4.56,4.29,09
KIM SENG ROAD,2020Q4,4.53,4.38,4.19,09
LAKEPOINT DRIVE,2018Q3,2.31,2.18,1.93,22
LAKEPOINT DRIVE,2018Q2,2.35,1.97,1.87,22
LAKEPOINT DRIVE,2020Q2,1.53,1.49,1.36,22
LAKEPOINT DRIVE,2020Q3,1.71,1.53,1.43,22
LAKEPOINT DRIVE,2019Q3,2.37,1.92,1.7,22
LAKEPOINT DRIVE,2020Q1,2.0,1.62,1.49,22
LAKEPOINT DRIVE,2019Q2,2.08,1.98,1.87,22
LAKEPOINT DRIVE,2020Q4,2.37,2.2,1.58,22
LOWER DELTA ROAD,2018Q4,2.26,2.23,1.92,04
LOWER DELTA ROAD,2018Q1,2.63,2.42,2.12,04
LOWER DELTA ROAD,2018Q3,2.46,2.2,2.03,04
LOWER DELTA ROAD,2018Q2,2.37,2.26,1.91,04
LOWER DELTA ROAD,2019Q4,2.3,2.09,1.95,04
LOWER DELTA ROAD,2020Q2,2.07,1.95,1.82,04
LOWER DELTA ROAD,2019Q3,2.31,2.17,1.99,04
LOWER DELTA ROAD,2020Q3,2.15,2.04,1.95,04
LOWER DELTA ROAD,2020Q1,2.07,2.02,1.92,04
LOWER DELTA ROAD,2019Q2,2.42,2.26,2.06,04
LOWER DELTA ROAD,2020Q4,2.09,2.07,1.88,04
BALMORAL ROAD,2019Q4,3.81,3.71,3.23,10
BALMORAL ROAD,2019Q3,3.6,3.48,3.35,10
BALMORAL ROAD,2020Q3,3.72,3.61,3.61,10
BALMORAL ROAD,2020Q4,3.71,3.68,3.57,10
HUME AVENUE,2018Q1,2.54,2.38,2.17,21
HUME AVENUE,2018Q3,2.53,2.44,2.27,21
HUME AVENUE,2018Q2,2.54,2.42,2.25,21
HUME AVENUE,2020Q2,2.43,2.24,2.18,21
HUME AVENUE,2019Q1,2.54,2.3,2.14,21
HUME AVENUE,2019Q3,2.47,2.29,2.21,21
HUME AVENUE,2020Q3,2.44,2.27,2.17,21
HUME AVENUE,2020Q1,2.43,2.32,2.12,21
HUME AVENUE,2019Q2,2.54,2.38,2.27,21
NATHAN ROAD,2018Q1,3.65,3.24,3.03,10
NATHAN ROAD,2018Q3,3.66,3.17,3.07,10
NATHAN ROAD,2018Q2,3.64,3.29,2.86,10
NATHAN ROAD,2018Q4,3.58,3.21,3.04,10
NATHAN ROAD,2020Q2,2.99,2.76,2.53,10
NATHAN ROAD,2019Q1,3.66,3.47,3.03,10
NATHAN ROAD,2019Q3,3.47,3.13,2.89,10
NATHAN ROAD,2020Q1,3.06,2.9,2.65,10
NATHAN ROAD,2020Q3,3.15,2.93,2.67,10
NATHAN ROAD,2019Q2,3.5,3.36,3.09,10
NATHAN ROAD,2019Q4,3.1,2.88,2.65,10
NATHAN ROAD,2020Q4,3.19,2.83,2.57,10
UPPER CHANGI ROAD EAST,2018Q4,2.43,2.27,2.16,16
UPPER CHANGI ROAD EAST,2018Q1,2.5,2.27,2.11,16
UPPER CHANGI ROAD EAST,2018Q3,2.38,2.25,2.11,16
UPPER CHANGI ROAD EAST,2018Q2,2.35,2.26,2.16,16
UPPER CHANGI ROAD EAST,2019Q4,2.19,2.11,2.03,16
UPPER CHANGI ROAD EAST,2020Q2,2.25,2.15,2.06,16
UPPER CHANGI ROAD EAST,2019Q1,2.48,2.22,2.09,16
UPPER CHANGI ROAD EAST,2019Q3,2.41,2.22,2.06,16
UPPER CHANGI ROAD EAST,2020Q3,2.29,2.06,1.91,16
UPPER CHANGI ROAD EAST,2020Q1,2.23,2.21,1.99,16
UPPER CHANGI ROAD EAST,2019Q2,2.38,2.26,2.18,16
UPPER CHANGI ROAD EAST,2020Q4,2.25,2.12,2.06,16
ST. MICHAEL'S ROAD,2019Q2,2.88,2.74,2.67,12
ST. MICHAEL'S ROAD,2020Q4,2.87,2.7,2.49,12
ANSON ROAD,2018Q1,3.92,3.46,3.15,02
ANSON ROAD,2018Q3,3.63,3.21,3.07,02
ANSON ROAD,2018Q2,3.53,3.42,3.01,02
ANSON ROAD,2018Q4,3.42,3.14,2.9,02
ANSON ROAD,2019Q1,3.55,3.28,2.89,02
ANSON ROAD,2019Q3,3.53,3.21,3.06,02
ANSON ROAD,2020Q1,3.57,3.19,2.81,02
ANSON ROAD,2019Q2,3.87,3.51,3.11,02
ANSON ROAD,2019Q4,3.41,3.0,2.79,02
ANSON ROAD,2020Q3,3.35,2.97,2.78,02
ANSON ROAD,2020Q2,3.29,3.05,2.85,02
ANSON ROAD,2020Q4,3.1,2.9,2.68,02
LORONG MYDIN,2018Q3,2.93,2.8,2.64,14
LORONG MYDIN,2018Q1,2.92,2.71,2.6,14
LORONG MYDIN,2019Q1,2.94,2.73,2.64,14
LORONG MYDIN,2018Q2,2.93,2.73,2.6,14
LORONG MYDIN,2018Q4,3.01,2.72,2.51,14
LORONG MYDIN,2019Q3,3.0,2.76,2.68,14
LORONG MYDIN,2020Q1,3.0,2.8,2.68,14
LORONG MYDIN,2019Q2,3.15,2.93,2.68,14
LORONG MYDIN,2019Q4,3.05,2.93,2.76,14
LORONG MYDIN,2020Q3,2.9,2.82,2.61,14
LORONG MYDIN,2020Q2,2.85,2.8,2.6,14
LORONG MYDIN,2020Q4,2.97,2.82,2.6,14
YUAN CHING ROAD,2020Q2,1.95,1.87,1.74,22
YUAN CHING ROAD,2019Q2,2.09,1.93,1.86,22
YUAN CHING ROAD,2019Q4,1.9,1.85,1.81,22
ZION ROAD,2019Q4,4.41,4.06,3.98,10
ZION ROAD,2020Q3,4.35,4.11,3.91,10
ZION ROAD,2019Q3,4.65,4.25,3.67,10
ZION ROAD,2020Q1,4.82,4.65,4.51,10
ZION ROAD,2020Q4,4.39,4.04,3.9,10
YOUNGBERG TERRACE,2018Q3,2.37,2.22,2.06,13
YOUNGBERG TERRACE,2019Q3,2.63,2.34,2.21,13
YOUNGBERG TERRACE,2019Q2,2.55,2.42,2.29,13
YOUNGBERG TERRACE,2020Q3,2.07,1.98,1.89,13
ST. PATRICK'S ROAD,2019Q3,3.33,3.2,2.93,15
CANTONMENT ROAD,2018Q4,3.7,3.43,3.27,02
CANTONMENT ROAD,2018Q1,4.17,4.01,3.7,02
CANTONMENT ROAD,2018Q3,4.01,3.66,3.56,02
CANTONMENT ROAD,2019Q4,4.24,3.66,3.42,02
CANTONMENT ROAD,2019Q1,4.13,3.87,3.61,02
CANTONMENT ROAD,2019Q3,4.17,4.06,3.75,02
CANTONMENT ROAD,2020Q3,3.91,3.51,3.35,02
CANTONMENT ROAD,2020Q1,4.13,3.84,3.61,02
CANTONMENT ROAD,2019Q2,3.84,3.7,3.35,02
CANTONMENT ROAD,2020Q4,3.79,3.37,3.25,02
BAYSHORE ROAD,2018Q1,3.28,3.12,2.96,16
BAYSHORE ROAD,2018Q3,3.27,3.1,2.93,16
BAYSHORE ROAD,2018Q2,3.21,3.03,2.9,16
BAYSHORE ROAD,2018Q4,3.35,3.07,2.89,16
BAYSHORE ROAD,2019Q1,3.29,3.09,2.96,16
BAYSHORE ROAD,2019Q3,3.16,3.05,2.91,16
BAYSHORE ROAD,2020Q1,3.15,2.97,2.92,16
BAYSHORE ROAD,2019Q2,3.35,3.15,2.99,16
BAYSHORE ROAD,2019Q4,3.23,3.05,2.91,16
BAYSHORE ROAD,2020Q3,3.17,2.99,2.85,16
BAYSHORE ROAD,2020Q2,3.23,3.02,2.83,16
BAYSHORE ROAD,2020Q4,3.16,3.01,2.85,16
LEONIE HILL ROAD,2020Q2,3.74,3.6,3.52,09
TANJONG RHU ROAD,2018Q4,4.18,3.75,3.61,15
TANJONG RHU ROAD,2019Q4,4.42,4.11,3.96,15
TANJONG RHU ROAD,2020Q2,4.53,4.13,3.66,15
TANJONG RHU ROAD,2019Q3,4.11,3.44,3.15,15
TANJONG RHU ROAD,2020Q3,3.79,3.38,3.22,15
TANJONG RHU ROAD,2020Q1,5.24,4.99,4.38,15
TANJONG RHU ROAD,2019Q2,4.76,3.96,3.21,15
TANJONG RHU ROAD,2020Q4,4.85,4.1,3.42,15
CORONATION ROAD WEST,2018Q3,3.72,3.32,3.08,10
CORONATION ROAD WEST,2018Q1,3.58,3.22,2.79,10
CORONATION ROAD WEST,2019Q1,3.69,3.36,3.16,10
CORONATION ROAD WEST,2018Q2,3.52,3.36,3.01,10
CORONATION ROAD WEST,2018Q4,3.56,3.25,2.94,10
CORONATION ROAD WEST,2019Q3,3.65,3.41,3.12,10
CORONATION ROAD WEST,2020Q1,3.21,2.86,2.59,10
CORONATION ROAD WEST,2019Q4,3.3,3.1,2.89,10
CORONATION ROAD WEST,2020Q3,3.29,2.93,2.77,10
CORONATION ROAD WEST,2020Q2,3.23,3.06,2.84,10
CORONATION ROAD WEST,2020Q4,3.45,3.0,2.76,10
SIMEI STREET 3,2018Q1,2.4,2.27,2.19,18
SIMEI STREET 3,2018Q3,2.48,2.39,2.3,18
SIMEI STREET 3,2018Q2,2.51,2.39,2.28,18
SIMEI STREET 3,2018Q4,2.48,2.37,2.28,18
SIMEI STREET 3,2019Q1,2.51,2.39,2.27,18
SIMEI STREET 3,2019Q3,2.48,2.4,2.33,18
SIMEI STREET 3,2020Q1,2.52,2.41,2.26,18
SIMEI STREET 3,2019Q2,2.59,2.44,2.3,18
SIMEI STREET 3,2019Q4,2.48,2.35,2.24,18
SIMEI STREET 3,2020Q3,2.48,2.37,2.26,18
SIMEI STREET 3,2020Q2,2.49,2.39,2.23,18
SIMEI STREET 3,2020Q4,2.51,2.4,2.3,18
SURREY ROAD,2019Q3,3.87,3.87,3.87,09
SURREY ROAD,2020Q3,4.11,4.11,4.11,11
FERNVALE CLOSE,2018Q1,3.1,2.88,2.53,28
FERNVALE CLOSE,2018Q3,3.24,2.76,2.6,28
FERNVALE CLOSE,2018Q2,2.68,2.64,2.2,28
FERNVALE CLOSE,2018Q4,3.43,2.96,2.81,28
FERNVALE CLOSE,2020Q2,3.43,2.96,2.58,28
FERNVALE CLOSE,2019Q3,2.76,2.75,2.54,28
FERNVALE CLOSE,2020Q1,3.53,2.96,2.68,28
FERNVALE CLOSE,2020Q3,3.02,2.82,2.65,28
FERNVALE CLOSE,2019Q2,3.34,2.64,2.49,28
FERNVALE CLOSE,2019Q4,2.96,2.81,2.61,28
FERNVALE CLOSE,2020Q4,3.05,2.9,2.81,28
ROSEWOOD DRIVE,2018Q1,2.37,2.22,2.1,25
ROSEWOOD DRIVE,2018Q3,2.34,2.2,2.07,25
ROSEWOOD DRIVE,2018Q2,2.32,2.22,2.14,25
ROSEWOOD DRIVE,2018Q4,2.37,2.23,2.17,25
ROSEWOOD DRIVE,2019Q4,2.12,2.06,1.96,25
ROSEWOOD DRIVE,2020Q2,2.13,2.1,1.98,25
ROSEWOOD DRIVE,2019Q1,2.23,2.15,2.09,25
ROSEWOOD DRIVE,2019Q3,2.25,2.14,2.09,25
ROSEWOOD DRIVE,2020Q1,2.1,2.06,2.0,25
ROSEWOOD DRIVE,2020Q3,2.13,2.05,1.96,25
ROSEWOOD DRIVE,2019Q2,2.25,2.22,2.13,25
ROSEWOOD DRIVE,2020Q4,2.26,2.16,2.09,25
TONG WATT ROAD,2018Q4,5.03,4.71,4.35,09
TONG WATT ROAD,2018Q1,5.1,4.65,4.55,09
TONG WATT ROAD,2018Q3,5.09,4.72,4.45,09
TONG WATT ROAD,2018Q2,5.3,4.99,4.69,09
TONG WATT ROAD,2019Q4,5.32,5.02,4.79,09
TONG WATT ROAD,2020Q2,5.26,4.95,4.81,09
TONG WATT ROAD,2019Q1,5.14,4.49,4.13,09
TONG WATT ROAD,2019Q3,5.35,4.88,4.46,09
TONG WATT ROAD,2020Q3,4.84,4.72,4.41,09
TONG WATT ROAD,2020Q1,5.25,4.74,4.59,09
TONG WATT ROAD,2019Q2,5.32,4.92,4.61,09
TONG WATT ROAD,2020Q4,5.06,4.84,4.49,09
TANJONG KATONG ROAD,2019Q4,4.57,4.45,4.15,15
TANJONG KATONG ROAD,2020Q4,4.49,4.31,3.04,15
DEVONSHIRE ROAD,2018Q4,6.66,6.07,5.61,09
DEVONSHIRE ROAD,2018Q3,7.01,6.49,5.83,09
DEVONSHIRE ROAD,2018Q2,6.52,6.25,5.87,09
DEVONSHIRE ROAD,2019Q4,6.32,6.08,5.98,09
DEVONSHIRE ROAD,2020Q2,6.24,5.74,5.45,09
DEVONSHIRE ROAD,2019Q1,6.35,5.79,5.64,09
DEVONSHIRE ROAD,2019Q3,6.42,5.9,5.44,09
DEVONSHIRE ROAD,2020Q3,6.55,5.94,5.52,09
DEVONSHIRE ROAD,2020Q1,6.37,6.11,5.79,09
DEVONSHIRE ROAD,2019Q2,6.43,6.01,5.9,09
DEVONSHIRE ROAD,2020Q4,6.82,6.06,5.24,09
UPPER CIRCULAR ROAD,2018Q3,4.44,4.07,3.81,01
UPPER CIRCULAR ROAD,2019Q1,4.44,4.04,3.73,01
UPPER CIRCULAR ROAD,2019Q3,4.25,3.74,3.43,01
UPPER CIRCULAR ROAD,2020Q1,3.7,3.55,3.39,01
UPPER CIRCULAR ROAD,2020Q3,3.81,3.57,3.11,01
UPPER CIRCULAR ROAD,2019Q2,3.74,3.55,3.37,01
UPPER CIRCULAR ROAD,2019Q4,3.83,3.64,3.38,01
UPPER CIRCULAR ROAD,2020Q4,3.53,3.41,3.19,01
