street,refPeriod,psf75,median,psf25,district,project,x,y
CAIRNHILL CIRCLE,2019Q1,4.25,4.0,3.85,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2018Q3,4.31,4.12,3.89,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2018Q2,4.22,4.0,3.91,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2018Q4,4.31,3.99,3.84,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2019Q3,4.29,3.95,3.82,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2020Q1,4.15,3.89,3.57,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2019Q2,4.42,4.16,3.88,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2019Q4,4.04,3.75,3.69,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2020Q3,4.06,3.87,3.69,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2020Q2,4.15,3.75,3.58,09,CAIRNHILL CREST,-1,-1
CAIRNHILL CIRCLE,2020Q4,3.78,3.67,3.55,09,CAIRNHILL CREST,-1,-1
UPPER PAYA LEBAR ROAD,2019Q3,4.06,3.79,3.55,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2020Q1,4.31,3.93,3.81,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2019Q2,3.96,3.81,3.64,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2019Q4,4.0,3.69,3.53,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2020Q3,4.17,3.81,3.58,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2020Q2,4.4,3.96,3.69,19,BOTANIQUE AT BARTLEY,-1,-1
UPPER PAYA LEBAR ROAD,2020Q4,4.04,3.81,3.55,19,BOTANIQUE AT BARTLEY,-1,-1
COVE DRIVE,2018Q1,3.63,3.39,3.35,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2018Q3,3.96,3.46,3.41,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2018Q2,3.45,3.36,3.22,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2020Q2,3.49,3.47,3.46,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2020Q3,3.81,3.65,3.48,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2019Q1,3.57,3.47,3.24,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2019Q3,4.21,3.66,3.48,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2020Q1,3.77,3.6,3.47,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2019Q2,3.63,3.5,3.39,04,MARINA COLLECTION,-1,-1
COVE DRIVE,2019Q4,4.0,3.48,3.42,04,MARINA COLLECTION,-1,-1
MOUNT SINAI LANE,2018Q3,4.08,3.8,3.39,10,GLENTREES,-1,-1
MOUNT SINAI LANE,2018Q4,3.64,3.39,3.35,10,GLENTREES,-1,-1
MOUNT SINAI LANE,2019Q3,3.83,3.47,3.27,10,GLENTREES,-1,-1
MOUNT SINAI LANE,2019Q4,2.98,2.61,2.49,10,GLENTREES,-1,-1
MOUNT SINAI LANE,2020Q3,3.06,2.97,2.89,10,GLENTREES,-1,-1
MOUNT SINAI LANE,2020Q4,3.12,2.75,2.6,10,GLENTREES,-1,-1
JURONG WEST STREET 41,2018Q4,2.98,2.87,2.72,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2018Q1,3.06,2.79,2.62,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2018Q3,3.08,2.86,2.72,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2018Q2,2.95,2.76,2.62,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2019Q4,2.93,2.81,2.7,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2020Q2,2.92,2.75,2.61,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2019Q1,2.99,2.87,2.74,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2019Q3,2.92,2.82,2.75,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2020Q3,2.89,2.74,2.64,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2020Q1,2.97,2.81,2.67,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2019Q2,3.04,2.83,2.71,22,THE LAKESHORE,-1,-1
JURONG WEST STREET 41,2020Q4,3.13,2.88,2.72,22,THE LAKESHORE,-1,-1
ANG MO KIO AVENUE 8,2018Q1,3.9,3.56,3.2,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2019Q1,4.0,3.61,3.43,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2018Q3,3.98,3.6,3.22,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2018Q2,3.95,3.71,3.54,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2018Q4,4.0,3.67,3.42,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2019Q3,3.86,3.51,3.18,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2020Q1,3.89,3.67,3.47,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2019Q2,3.9,3.69,3.44,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2019Q4,3.84,3.56,3.44,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2020Q3,3.8,3.51,3.21,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2020Q2,3.74,3.56,3.33,20,CENTRO RESIDENCES,-1,-1
ANG MO KIO AVENUE 8,2020Q4,3.7,3.57,3.41,20,CENTRO RESIDENCES,-1,-1
ARDMORE PARK,2018Q3,4.65,4.45,4.35,10,ARDMORE II,-1,-1
ARDMORE PARK,2018Q2,4.94,4.69,4.45,10,ARDMORE II,-1,-1
ARDMORE PARK,2019Q3,4.98,4.6,4.47,10,ARDMORE II,-1,-1
ARDMORE PARK,2020Q1,4.83,4.69,4.48,10,ARDMORE II,-1,-1
ARDMORE PARK,2020Q3,4.63,4.45,4.24,10,ARDMORE II,-1,-1
ARDMORE PARK,2020Q2,4.82,4.45,4.18,10,ARDMORE II,-1,-1
CANBERRA DRIVE,2018Q1,2.99,2.85,2.53,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2019Q1,2.7,2.5,2.29,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2018Q3,2.65,2.47,2.27,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2018Q2,2.86,2.5,2.27,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2018Q4,2.79,2.39,2.18,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2019Q3,2.66,2.51,2.26,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2020Q1,2.52,2.29,2.19,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2019Q4,2.51,2.35,2.27,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2020Q2,2.93,2.61,2.41,27,CANBERRA RESIDENCES,-1,-1
CANBERRA DRIVE,2020Q4,2.75,2.59,2.5,27,CANBERRA RESIDENCES,-1,-1
RANGOON ROAD,2019Q4,4.41,4.2,3.43,08,URBAN LOFTS,-1,-1
RANGOON ROAD,2020Q4,4.24,3.72,3.32,08,URBAN LOFTS,-1,-1
FLORA DRIVE,2018Q1,3.3,2.76,2.4,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2018Q3,2.88,2.45,2.3,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2018Q2,3.07,2.63,2.51,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2018Q4,2.69,2.46,2.29,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2019Q1,3.41,2.55,2.36,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2019Q3,2.63,2.48,2.34,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2020Q1,3.34,2.73,2.45,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2019Q2,2.99,2.64,2.41,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2019Q4,2.8,2.57,2.32,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2020Q3,3.22,2.75,2.41,17,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2020Q2,3.07,2.64,2.45,06,HEDGES PARK CONDOMINIUM,-1,-1
FLORA DRIVE,2020Q4,3.26,2.6,2.35,17,HEDGES PARK CONDOMINIUM,-1,-1
CARDIFF GROVE,2018Q1,4.18,3.95,3.81,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2019Q1,4.16,3.93,3.65,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2018Q3,4.27,4.05,3.93,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2018Q2,4.29,4.09,3.93,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2018Q4,4.17,4.05,3.91,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2019Q3,4.29,4.1,3.76,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2020Q1,4.29,3.95,3.81,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2019Q2,4.29,4.08,3.95,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2019Q4,4.32,4.05,3.98,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2020Q3,4.27,4.05,3.83,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2020Q2,4.32,4.12,4.05,19,CARDIFF RESIDENCE,-1,-1
CARDIFF GROVE,2020Q4,4.29,4.1,3.86,19,CARDIFF RESIDENCE,-1,-1
JALAN JURONG KECHIL,2018Q4,2.88,2.75,2.69,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2018Q1,3.75,3.23,2.88,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2018Q3,3.28,2.89,2.71,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2019Q1,3.57,2.97,2.73,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2019Q3,3.28,2.9,2.71,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2020Q3,3.21,2.88,2.7,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2020Q1,3.89,2.88,2.77,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2019Q2,3.16,2.73,2.55,21,TERRENE AT BUKIT TIMAH,-1,-1
JALAN JURONG KECHIL,2020Q4,2.97,2.8,2.71,21,TERRENE AT BUKIT TIMAH,-1,-1
JURONG WEST CENTRAL 3,2018Q4,3.32,3.11,2.71,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2018Q1,3.44,3.1,2.81,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2018Q3,3.24,3.07,2.81,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2018Q2,3.42,3.15,2.87,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2019Q4,3.28,3.1,2.76,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2020Q2,3.48,3.26,2.75,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2019Q1,3.33,3.12,3.0,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2020Q3,3.27,2.99,2.78,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2019Q3,3.24,3.1,2.87,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2020Q1,3.3,3.2,2.86,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2019Q2,3.23,3.07,2.7,22,THE CENTRIS,-1,-1
JURONG WEST CENTRAL 3,2020Q4,3.39,3.15,2.79,22,THE CENTRIS,-1,-1
KITCHENER LINK,2018Q1,3.97,3.57,3.31,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2019Q1,3.81,3.5,3.26,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2018Q3,4.03,3.56,3.32,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2018Q2,4.03,3.55,3.32,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2018Q4,3.83,3.48,3.29,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2019Q3,4.21,3.66,3.34,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2020Q1,3.93,3.69,3.35,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2019Q2,3.98,3.61,3.32,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2019Q4,4.17,3.7,3.37,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2020Q3,3.96,3.45,3.23,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2020Q2,3.87,3.53,3.25,08,CITY SQUARE RESIDENCES,-1,-1
KITCHENER LINK,2020Q4,3.94,3.63,3.23,08,CITY SQUARE RESIDENCES,-1,-1
IRRAWADDY ROAD,2019Q3,3.73,3.37,3.19,12,THE CENTRIO,-1,-1
JALAN RAJAWALI,2019Q3,2.25,2.23,2.19,21,PATENT PLACE,-1,-1
HUME AVENUE,2018Q1,2.13,1.98,1.83,21,HUME PARK II,-1,-1
HUME AVENUE,2018Q3,2.15,2.02,1.81,21,HUME PARK II,-1,-1
HUME AVENUE,2019Q1,2.18,2.1,1.85,21,HUME PARK II,-1,-1
HUME AVENUE,2019Q3,2.08,1.89,1.75,21,HUME PARK II,-1,-1
HUME AVENUE,2020Q1,2.18,2.13,1.99,21,HUME PARK II,-1,-1
HUME AVENUE,2019Q2,2.1,1.96,1.8,21,HUME PARK II,-1,-1
HUME AVENUE,2019Q4,2.16,2.04,1.92,21,HUME PARK II,-1,-1
HUME AVENUE,2020Q3,2.1,2.01,1.82,21,HUME PARK II,-1,-1
HUME AVENUE,2020Q2,2.21,2.05,1.92,21,HUME PARK II,-1,-1
HUME AVENUE,2020Q4,2.18,2.06,1.92,21,HUME PARK II,-1,-1
LORONG 20 GEYLANG,2020Q3,3.61,3.57,3.22,14,# 1 SUITES,-1,-1
BEACH ROAD,2018Q1,4.77,4.52,4.28,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2019Q1,4.62,4.37,4.17,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2018Q3,4.7,4.41,4.16,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2018Q2,4.89,4.65,4.17,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2018Q4,4.59,4.34,3.98,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2019Q3,4.65,4.3,4.05,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2020Q1,4.76,4.47,4.23,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2019Q2,4.88,4.56,4.25,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2019Q4,4.83,4.65,4.5,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2020Q3,4.6,4.34,4.16,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2020Q2,4.76,4.62,4.35,07,CONCOURSE SKYLINE,-1,-1
BEACH ROAD,2020Q4,4.56,4.36,4.01,07,CONCOURSE SKYLINE,-1,-1
FARRER ROAD,2018Q4,3.83,3.66,3.46,10,THE LEVELZ,-1,-1
FARRER ROAD,2018Q3,4.21,3.89,3.48,10,THE LEVELZ,-1,-1
FARRER ROAD,2019Q4,3.69,3.4,3.13,10,THE LEVELZ,-1,-1
FARRER ROAD,2020Q2,3.77,3.56,3.48,10,THE LEVELZ,-1,-1
FARRER ROAD,2019Q1,4.22,3.9,3.63,10,THE LEVELZ,-1,-1
FARRER ROAD,2019Q3,3.79,3.56,3.39,10,THE LEVELZ,-1,-1
FARRER ROAD,2020Q3,3.54,3.39,3.12,10,THE LEVELZ,-1,-1
FARRER ROAD,2020Q1,3.77,3.5,3.32,10,THE LEVELZ,-1,-1
FARRER ROAD,2019Q2,4.35,4.08,3.8,10,THE LEVELZ,-1,-1
FARRER ROAD,2020Q4,3.42,3.31,3.14,10,THE LEVELZ,-1,-1
BEDOK RESERVOIR ROAD,2018Q2,2.61,2.52,2.44,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2018Q4,2.65,2.56,2.44,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2018Q1,2.64,2.55,2.47,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2018Q3,2.65,2.49,2.37,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2019Q2,2.65,2.58,2.41,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2020Q2,2.68,2.65,2.56,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2020Q3,2.79,2.65,2.53,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2019Q3,2.74,2.62,2.52,16,WATERFRONT WAVES,-1,-1
BEDOK RESERVOIR ROAD,2020Q1,2.73,2.64,2.61,16,WATERFRONT WAVES,-1,-1
WEST COAST CRESCENT,2018Q1,3.13,3.02,2.92,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2019Q1,3.13,3.1,2.95,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2018Q3,3.13,3.07,2.91,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2018Q2,3.27,2.99,2.85,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2018Q4,3.13,3.03,2.81,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2019Q3,3.15,3.12,2.94,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2020Q1,3.1,2.94,2.86,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2019Q2,3.17,2.98,2.88,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2019Q4,3.08,2.92,2.85,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2020Q3,3.04,2.92,2.79,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2020Q2,3.12,2.92,2.77,05,BLUE HORIZON,-1,-1
WEST COAST CRESCENT,2020Q4,3.1,2.94,2.86,05,BLUE HORIZON,-1,-1
DRAYCOTT PARK,2018Q1,3.4,3.07,2.94,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2018Q2,3.18,3.04,2.9,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2019Q4,2.84,2.74,2.56,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2020Q2,2.67,2.58,2.47,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2020Q3,3.0,2.79,2.66,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2020Q1,2.67,2.57,2.47,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2019Q2,3.34,3.01,2.77,10,THE DRAYCOTT,-1,-1
DRAYCOTT PARK,2020Q4,2.93,2.7,2.58,10,THE DRAYCOTT,-1,-1
MOONSTONE LANE,2020Q1,2.57,2.4,2.27,12,MOONSTONE VIEW,-1,-1
BEDOK SOUTH AVENUE 1,2019Q4,2.5,2.43,2.24,16,CASAFINA,-1,-1
HOUGANG AVENUE 7,2018Q1,2.17,2.07,1.94,19,EVERGREEN PARK,-1,-1
HOUGANG AVENUE 7,2018Q2,2.25,2.1,2.03,19,EVERGREEN PARK,-1,-1
HOUGANG AVENUE 7,2019Q1,2.16,2.06,1.97,19,EVERGREEN PARK,-1,-1
HOUGANG AVENUE 7,2019Q3,2.17,2.02,1.83,19,EVERGREEN PARK,-1,-1
HOUGANG AVENUE 7,2019Q4,2.31,2.12,2.04,19,EVERGREEN PARK,-1,-1
HOUGANG AVENUE 7,2020Q3,2.25,2.14,2.04,19,EVERGREEN PARK,-1,-1
ST. THOMAS WALK,2020Q1,6.63,6.24,5.99,09,8 SAINT THOMAS,-1,-1
ST. THOMAS WALK,2019Q4,7.3,6.7,5.98,09,8 SAINT THOMAS,-1,-1
ST. THOMAS WALK,2020Q4,5.93,5.67,5.59,09,8 SAINT THOMAS,-1,-1
FLORA ROAD,2018Q3,2.26,2.03,1.83,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2018Q1,1.9,1.72,1.61,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2019Q1,1.9,1.69,1.59,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2018Q2,1.94,1.75,1.67,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2018Q4,2.11,1.88,1.68,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2019Q3,2.21,1.86,1.8,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2020Q1,2.15,2.02,1.8,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2019Q2,1.98,1.83,1.72,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2020Q3,1.87,1.81,1.69,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2020Q2,2.08,1.81,1.76,17,AZALEA PARK CONDOMINIUM,-1,-1
FLORA ROAD,2020Q4,2.17,1.83,1.74,17,AZALEA PARK CONDOMINIUM,-1,-1
KIM TIAN ROAD,2018Q4,4.7,4.52,4.28,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2018Q3,4.98,4.53,4.2,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2018Q2,4.88,4.67,4.42,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2019Q4,4.38,4.21,4.1,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2020Q2,4.39,4.23,4.08,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2019Q1,4.81,4.65,4.18,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2019Q3,4.7,4.37,4.13,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2020Q3,4.51,4.29,4.08,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2020Q1,4.49,4.23,3.95,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2019Q2,4.97,4.76,4.51,03,TWIN REGENCY,-1,-1
KIM TIAN ROAD,2020Q4,4.08,3.95,3.79,03,TWIN REGENCY,-1,-1
STURDEE ROAD,2018Q1,3.51,3.25,3.18,08,KERRISDALE,-1,-1
STURDEE ROAD,2018Q3,3.43,3.24,3.01,08,KERRISDALE,-1,-1
STURDEE ROAD,2018Q2,3.32,3.21,3.01,08,KERRISDALE,-1,-1
STURDEE ROAD,2018Q4,3.54,3.24,3.08,08,KERRISDALE,-1,-1
STURDEE ROAD,2020Q3,3.06,2.94,2.83,08,KERRISDALE,-1,-1
STURDEE ROAD,2019Q1,3.36,3.3,3.15,08,KERRISDALE,-1,-1
STURDEE ROAD,2019Q3,3.35,3.18,3.06,08,KERRISDALE,-1,-1
STURDEE ROAD,2020Q1,3.33,3.23,3.04,08,KERRISDALE,-1,-1
STURDEE ROAD,2019Q2,3.4,3.22,3.1,08,KERRISDALE,-1,-1
STURDEE ROAD,2019Q4,3.17,3.0,2.94,08,KERRISDALE,-1,-1
STURDEE ROAD,2020Q2,3.18,3.02,2.89,08,KERRISDALE,-1,-1
STURDEE ROAD,2020Q4,3.06,2.94,2.87,08,KERRISDALE,-1,-1
TANAH MERAH KECHIL AVENUE,2018Q1,2.96,2.83,2.62,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2019Q1,2.93,2.81,2.66,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2018Q3,2.85,2.77,2.67,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2018Q2,3.02,2.76,2.61,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2018Q4,2.96,2.81,2.66,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2019Q3,2.85,2.73,2.67,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2020Q1,3.05,2.91,2.74,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2019Q2,2.96,2.7,2.61,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2019Q4,3.0,2.9,2.77,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2020Q3,2.77,2.69,2.59,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2020Q2,2.96,2.77,2.66,16,CASA MERAH,-1,-1
TANAH MERAH KECHIL AVENUE,2020Q4,2.96,2.84,2.69,16,CASA MERAH,-1,-1
ST. PATRICK'S ROAD,2020Q3,3.68,3.42,3.31,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2018Q3,3.45,3.43,3.05,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2018Q2,3.66,3.48,3.33,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2020Q2,3.66,3.46,3.35,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2019Q3,3.72,3.57,3.44,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2020Q1,3.94,3.63,3.54,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2019Q2,3.56,3.43,3.17,15,SEVENTY SAINT PATRICK'S,-1,-1
ST. PATRICK'S ROAD,2020Q4,3.64,3.54,3.39,15,SEVENTY SAINT PATRICK'S,-1,-1
SIN MING WALK,2018Q4,2.58,2.43,2.26,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2018Q1,2.62,2.45,2.38,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2018Q3,2.63,2.51,2.37,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2018Q2,2.62,2.5,2.38,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2019Q4,2.61,2.49,2.36,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2020Q2,2.49,2.3,2.24,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2019Q1,2.62,2.45,2.36,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2019Q3,2.58,2.48,2.37,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2020Q3,2.55,2.32,2.26,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2020Q1,2.41,2.38,2.26,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2019Q2,2.58,2.45,2.32,20,THE GARDENS AT BISHAN,-1,-1
SIN MING WALK,2020Q4,2.6,2.42,2.24,20,THE GARDENS AT BISHAN,-1,-1
PASIR RIS GROVE,2019Q1,3.78,3.21,3.06,18,COCO PALMS,-1,-1
PASIR RIS GROVE,2018Q3,3.37,2.99,2.83,18,COCO PALMS,-1,-1
