street,refPeriod,psf75,median,psf25,district,project,x,y
PARK ROAD,2020Q3,3.88,3.55,2.59,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2020Q2,3.67,2.68,2.41,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2019Q1,4.44,3.64,3.05,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2019Q3,4.65,4.31,3.75,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2020Q1,4.17,3.22,2.41,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2019Q2,4.59,4.07,3.33,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2019Q4,4.4,3.49,2.77,01,PEOPLE'S PARK COMPLEX,-1,-1
PARK ROAD,2020Q4,4.37,3.91,3.41,01,PEOPLE'S PARK COMPLEX,-1,-1
SUFFOLK WALK,2018Q2,5.53,5.22,4.52,11,VIVA,-1,-1
SUFFOLK WALK,2018Q4,5.32,4.89,4.42,11,VIVA,-1,-1
SUFFOLK WALK,2018Q1,5.14,4.91,4.67,11,VIVA,-1,-1
SUFFOLK WALK,2018Q3,5.27,4.81,4.62,11,VIVA,-1,-1
SUFFOLK WALK,2019Q4,4.91,4.79,4.42,11,VIVA,-1,-1
SUFFOLK WALK,2020Q3,5.0,4.72,4.58,11,VIVA,-1,-1
SUFFOLK WALK,2019Q1,5.21,4.79,4.02,11,VIVA,-1,-1
SUFFOLK WALK,2019Q3,5.02,4.69,4.42,11,VIVA,-1,-1
SUFFOLK WALK,2020Q1,5.02,4.83,4.55,11,VIVA,-1,-1
SUFFOLK WALK,2019Q2,5.24,4.83,4.36,11,VIVA,-1,-1
SUFFOLK WALK,2020Q4,4.91,4.54,4.45,11,VIVA,-1,-1
RIVER VALLEY ROAD,2018Q3,3.55,3.31,3.23,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2018Q1,3.48,3.32,3.1,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2019Q1,3.44,3.31,3.17,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2018Q2,3.54,3.25,3.16,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2018Q4,3.63,3.37,3.25,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2019Q3,3.53,3.38,3.23,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2020Q1,3.56,3.34,3.1,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2019Q2,3.56,3.39,3.2,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2019Q4,3.57,3.36,3.1,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2020Q3,3.4,3.25,3.16,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2020Q2,3.4,3.24,3.16,09,ASPEN HEIGHTS,-1,-1
RIVER VALLEY ROAD,2020Q4,3.52,3.38,3.18,09,ASPEN HEIGHTS,-1,-1
COMPASSVALE ROAD,2018Q4,2.96,2.72,2.6,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2018Q1,2.95,2.84,2.68,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2018Q3,2.99,2.84,2.65,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2018Q2,3.01,2.85,2.71,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2019Q4,3.0,2.88,2.7,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2020Q2,3.1,2.99,2.73,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2019Q1,3.07,2.84,2.65,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2019Q3,3.01,2.89,2.77,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2020Q3,2.99,2.85,2.71,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2020Q1,3.01,2.83,2.67,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2019Q2,2.94,2.84,2.72,19,THE LUXURIE,-1,-1
COMPASSVALE ROAD,2020Q4,3.0,2.85,2.61,19,THE LUXURIE,-1,-1
SIGLAP ROAD,2018Q1,3.57,3.14,2.83,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2018Q3,3.24,3.13,2.9,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2018Q2,3.67,3.23,2.99,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2018Q4,3.37,3.11,2.86,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2019Q1,3.31,3.11,2.81,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2019Q3,3.68,3.3,3.07,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2020Q1,3.32,3.04,2.93,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2019Q2,3.33,3.1,2.87,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2019Q4,3.3,3.13,2.86,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2020Q3,3.25,3.14,2.83,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2020Q2,3.19,2.98,2.42,15,FLAMINGO VALLEY,-1,-1
SIGLAP ROAD,2020Q4,3.53,3.21,3.02,15,FLAMINGO VALLEY,-1,-1
KIM SENG ROAD,2020Q1,4.2,4.12,3.91,09,CENTENNIA SUITES,-1,-1
KIM SENG ROAD,2020Q2,4.48,4.32,4.18,09,CENTENNIA SUITES,-1,-1
KIM SENG ROAD,2020Q4,4.36,4.24,4.14,09,CENTENNIA SUITES,-1,-1
WEST COAST WALK,2018Q4,3.17,2.99,2.76,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2018Q1,3.17,2.86,2.69,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2018Q3,3.27,2.94,2.77,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2018Q2,3.33,2.96,2.75,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2019Q4,3.27,2.99,2.83,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2020Q2,3.28,2.96,2.68,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2019Q1,3.17,2.96,2.77,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2020Q3,3.16,2.88,2.75,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2019Q3,3.27,2.96,2.81,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2020Q1,3.3,3.07,2.86,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2019Q2,3.17,2.96,2.75,05,THE PARC CONDOMINIUM,-1,-1
WEST COAST WALK,2020Q4,3.13,2.96,2.76,05,THE PARC CONDOMINIUM,-1,-1
JALAN MUTIARA,2019Q3,4.65,4.3,3.88,10,LATITUDE,-1,-1
JALAN MUTIARA,2019Q2,4.53,3.97,3.9,10,LATITUDE,-1,-1
NORMANTON PARK,2018Q1,2.35,2.17,1.95,05,NORMANTON PARK (DEMOLISHED),-1,-1
NORMANTON PARK,2018Q2,2.26,1.99,1.63,05,NORMANTON PARK (DEMOLISHED),-1,-1
CHOA CHU KANG NORTH 7,2018Q1,2.17,2.03,1.89,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2018Q3,2.16,2.03,1.96,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2018Q2,2.12,2.1,1.94,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2018Q4,2.21,2.03,1.95,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2020Q2,2.13,2.05,1.92,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2019Q1,2.11,2.04,1.96,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2019Q3,2.11,2.01,1.99,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2020Q1,2.14,1.98,1.94,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2020Q3,2.24,2.05,1.94,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2019Q2,2.2,2.07,1.94,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2019Q4,2.16,2.03,1.92,23,REGENT GROVE,-1,-1
CHOA CHU KANG NORTH 7,2020Q4,2.14,2.0,1.96,23,REGENT GROVE,-1,-1
BEDOK SOUTH AVENUE 3,2018Q2,1.69,1.62,1.54,16,BEDOK COURT,-1,-1
ST. PATRICK'S ROAD,2018Q3,3.22,2.81,2.4,15,TIERRA VUE,-1,-1
LEONIE HILL,2020Q3,4.14,4.0,3.76,09,LEONIE SUITES,-1,-1
LEONIE HILL,2019Q3,4.65,4.44,4.28,09,LEONIE SUITES,-1,-1
LEONIE HILL,2020Q4,4.39,4.06,3.97,09,LEONIE SUITES,-1,-1
CHANGI ROAD,2019Q4,4.15,3.46,3.06,14,THE LENOX,-1,-1
CHANGI ROAD,2019Q3,4.35,4.03,3.43,14,THE LENOX,-1,-1
CHANGI ROAD,2020Q3,4.24,4.18,3.44,14,THE LENOX,-1,-1
MAR THOMA ROAD,2020Q2,4.2,2.96,2.8,12,RIVIERA 38,-1,-1
MAR THOMA ROAD,2019Q1,3.98,3.37,2.78,12,RIVIERA 38,-1,-1
MAR THOMA ROAD,2020Q1,4.09,3.46,3.11,12,RIVIERA 38,-1,-1
MAR THOMA ROAD,2020Q3,4.23,4.2,3.27,12,RIVIERA 38,-1,-1
MAR THOMA ROAD,2020Q4,4.31,3.57,2.72,12,RIVIERA 38,-1,-1
WEST COAST ROAD,2020Q3,3.18,2.87,2.68,05,THE STELLAR,-1,-1
WEST COAST ROAD,2019Q2,3.32,2.77,2.67,05,THE STELLAR,-1,-1
ESSEX ROAD,2018Q4,4.65,4.13,3.85,11,STRATA,-1,-1
ESSEX ROAD,2018Q3,4.85,4.65,4.12,11,STRATA,-1,-1
ESSEX ROAD,2019Q4,4.74,3.78,3.52,11,STRATA,-1,-1
ESSEX ROAD,2019Q3,4.85,4.59,3.88,11,STRATA,-1,-1
ESSEX ROAD,2020Q3,4.74,4.55,3.39,11,STRATA,-1,-1
ESSEX ROAD,2019Q2,4.76,4.44,4.11,11,STRATA,-1,-1
ESSEX ROAD,2020Q4,4.55,4.25,3.75,11,STRATA,-1,-1
JALAN RAJAH,2018Q3,5.04,4.07,3.91,12,SKYSUITES17,-1,-1
JALAN RAJAH,2018Q2,5.07,4.92,4.24,12,SKYSUITES17,-1,-1
JALAN RAJAH,2018Q4,5.07,4.19,3.54,12,SKYSUITES17,-1,-1
JALAN RAJAH,2019Q4,5.05,4.24,3.69,12,SKYSUITES17,-1,-1
JALAN RAJAH,2020Q2,4.99,4.92,3.79,12,SKYSUITES17,-1,-1
JALAN RAJAH,2019Q1,5.29,5.07,4.13,12,SKYSUITES17,-1,-1
JALAN RAJAH,2020Q3,4.92,3.98,3.7,12,SKYSUITES17,-1,-1
JALAN RAJAH,2019Q3,5.2,4.93,4.2,12,SKYSUITES17,-1,-1
JALAN RAJAH,2020Q1,5.35,5.21,4.16,12,SKYSUITES17,-1,-1
JALAN RAJAH,2019Q2,4.92,4.24,3.69,12,SKYSUITES17,-1,-1
JALAN RAJAH,2020Q4,4.93,4.4,3.98,12,SKYSUITES17,-1,-1
LORONG CHUAN,2018Q1,2.11,1.99,1.89,19,CHUAN PARK,-1,-1
LORONG CHUAN,2019Q1,3.38,2.6,2.01,19,CHUAN PARK,-1,-1
LORONG CHUAN,2018Q3,2.11,1.95,1.89,19,CHUAN PARK,-1,-1
LORONG CHUAN,2018Q2,2.07,2.0,1.88,19,CHUAN PARK,-1,-1
LORONG CHUAN,2018Q4,2.42,2.03,1.87,19,CHUAN PARK,-1,-1
LORONG CHUAN,2019Q3,2.3,2.09,2.03,19,CHUAN PARK,-1,-1
LORONG CHUAN,2020Q1,2.3,2.09,1.83,19,CHUAN PARK,-1,-1
LORONG CHUAN,2019Q2,2.25,2.03,1.89,19,CHUAN PARK,-1,-1
LORONG CHUAN,2019Q4,2.32,2.13,1.92,19,CHUAN PARK,-1,-1
LORONG CHUAN,2020Q3,2.11,2.05,1.8,19,CHUAN PARK,-1,-1
LORONG CHUAN,2020Q2,2.43,2.05,1.96,19,CHUAN PARK,-1,-1
LORONG CHUAN,2020Q4,2.22,2.05,1.9,19,CHUAN PARK,-1,-1
PRINCE CHARLES CRESCENT,2018Q4,3.46,3.28,3.07,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2018Q1,3.6,3.4,3.19,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2018Q3,3.52,3.32,3.19,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2018Q2,3.64,3.35,3.14,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2019Q4,3.33,3.29,3.14,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2020Q2,3.46,3.33,3.06,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2019Q1,3.57,3.4,3.28,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2019Q3,3.48,3.29,3.17,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2020Q3,3.24,3.13,2.98,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2020Q1,3.33,3.22,3.04,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2019Q2,3.57,3.37,3.23,03,TANGLIN VIEW,-1,-1
PRINCE CHARLES CRESCENT,2020Q4,3.42,3.24,3.12,03,TANGLIN VIEW,-1,-1
HANDY ROAD,2018Q4,6.44,5.45,5.05,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2018Q1,7.06,5.96,5.83,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2018Q2,6.76,6.31,5.22,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2019Q4,6.5,6.02,5.71,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2019Q1,5.83,5.36,4.7,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2019Q3,6.11,5.84,5.54,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2020Q3,6.06,5.65,5.04,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2020Q1,5.99,5.65,5.01,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2019Q2,6.38,5.98,5.24,09,SUITES AT ORCHARD,-1,-1
HANDY ROAD,2020Q4,5.84,4.95,4.54,09,SUITES AT ORCHARD,-1,-1
PASIR RIS LINK,2018Q1,3.3,2.65,2.46,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2018Q3,2.88,2.66,2.53,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2018Q2,2.97,2.61,2.5,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2018Q4,3.27,2.86,2.58,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2020Q2,3.16,2.71,2.55,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2019Q1,3.16,2.74,2.55,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2019Q3,3.18,2.73,2.55,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2020Q1,3.23,2.81,2.62,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2020Q3,2.85,2.73,2.51,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2019Q2,3.11,2.77,2.58,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2019Q4,3.31,2.9,2.55,18,RIPPLE BAY,-1,-1
PASIR RIS LINK,2020Q4,3.34,2.97,2.58,18,RIPPLE BAY,-1,-1
DAIRY FARM HEIGHTS,2018Q4,3.41,3.19,2.91,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2018Q1,3.41,3.06,2.67,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2018Q3,3.38,3.05,2.75,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2019Q4,3.51,3.24,3.15,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2019Q1,3.47,2.96,2.73,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2019Q3,3.52,3.05,2.87,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2020Q1,3.75,3.24,2.82,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2020Q3,3.6,3.29,2.99,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2019Q2,3.38,2.98,2.85,23,THE SKYWOODS,-1,-1
DAIRY FARM HEIGHTS,2020Q4,3.51,3.21,2.98,23,THE SKYWOODS,-1,-1
LORONG 28 GEYLANG,2018Q3,3.03,2.8,2.62,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2018Q1,2.92,2.64,2.54,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2019Q1,3.0,2.77,2.52,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2018Q2,2.97,2.8,2.69,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2019Q3,3.09,3.0,2.84,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2020Q1,3.16,3.06,2.68,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2019Q2,2.97,2.78,2.69,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2020Q3,2.7,2.62,2.47,14,ATRIUM RESIDENCES,-1,-1
LORONG 28 GEYLANG,2020Q2,3.04,2.84,2.71,14,ATRIUM RESIDENCES,-1,-1
GLASGOW ROAD,2020Q3,3.59,3.35,2.59,19,ISUITES @ PALM,-1,-1
ORANGE GROVE ROAD,2020Q3,3.74,3.45,3.3,10,ORANGE GROVE RESIDENCES,-1,-1
ORANGE GROVE ROAD,2019Q3,3.88,3.5,3.34,10,ORANGE GROVE RESIDENCES,-1,-1
MAR THOMA ROAD,2018Q3,4.13,3.42,3.25,12,RIVERBAY,-1,-1
MAR THOMA ROAD,2019Q3,4.13,3.99,3.29,12,RIVERBAY,-1,-1
MAR THOMA ROAD,2020Q1,4.26,3.49,3.25,12,RIVERBAY,-1,-1
MAR THOMA ROAD,2020Q3,4.32,4.0,3.26,12,RIVERBAY,-1,-1
MAR THOMA ROAD,2019Q2,4.26,4.12,3.35,12,RIVERBAY,-1,-1
KIM TIAN ROAD,2020Q2,4.42,4.22,4.06,03,REGENCY SUITES,-1,-1
PASIR RIS GROVE,2018Q4,2.94,2.61,2.42,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2018Q1,2.83,2.58,2.35,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2018Q3,2.8,2.49,2.35,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2018Q2,2.79,2.46,2.32,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2019Q4,2.88,2.61,2.47,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2020Q2,2.81,2.57,2.4,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2019Q1,2.89,2.65,2.44,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2020Q3,2.87,2.58,2.39,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2019Q3,2.9,2.65,2.44,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2020Q1,2.87,2.64,2.39,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2019Q2,2.87,2.55,2.35,18,THE PALETTE,-1,-1
PASIR RIS GROVE,2020Q4,2.99,2.57,2.44,18,THE PALETTE,-1,-1
LORONG 30 GEYLANG,2018Q1,4.43,4.16,3.93,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2018Q3,4.29,4.09,3.93,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2018Q2,4.31,4.16,3.85,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2018Q4,4.19,4.07,3.34,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2019Q1,4.31,4.15,3.93,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2019Q3,4.31,4.16,3.84,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2020Q1,4.4,4.19,3.99,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2019Q2,4.31,4.16,3.85,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2019Q4,4.29,4.08,3.7,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2020Q3,4.19,4.08,3.85,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2020Q2,4.31,4.16,3.92,14,GUILLEMARD EDGE,-1,-1
LORONG 30 GEYLANG,2020Q4,4.31,4.16,3.57,14,GUILLEMARD EDGE,-1,-1
LINCOLN ROAD,2020Q3,3.28,3.17,3.07,11,MIRO,-1,-1
LINCOLN ROAD,2019Q3,3.85,3.69,3.3,11,MIRO,-1,-1
ADAM ROAD,2020Q3,3.03,2.88,2.52,11,ADAM PARK CONDOMINIUM,-1,-1
ADAM ROAD,2019Q2,3.56,3.19,2.93,11,ADAM PARK CONDOMINIUM,-1,-1
RIVER VALLEY GROVE,2019Q3,4.26,4.04,3.76,09,LUMA,-1,-1
RIVER VALLEY GROVE,2020Q1,4.31,3.84,3.75,09,LUMA,-1,-1
RIVER VALLEY GROVE,2020Q4,4.04,3.84,3.64,09,LUMA,-1,-1
AMBER ROAD,2020Q3,4.21,3.91,3.19,15,THE ARISTO @ AMBER,-1,-1
YIO CHU KANG ROAD,2018Q1,2.17,2.08,1.98,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2018Q3,2.06,1.96,1.92,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2018Q2,2.16,1.98,1.89,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2018Q4,2.25,2.05,2.0,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2019Q4,2.05,1.98,1.88,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2020Q2,2.16,2.09,1.91,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2019Q1,2.08,2.06,1.97,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2019Q3,2.08,2.0,1.96,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2020Q1,2.16,2.09,2.0,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2019Q2,2.16,2.09,2.01,26,SEASONS PARK,-1,-1
YIO CHU KANG ROAD,2020Q4,2.16,2.09,2.01,26,SEASONS PARK,-1,-1
JALAN JURONG KECHIL,2018Q3,2.43,2.3,2.16,21,SHERWOOD CONDOMINIUM,-1,-1
JALAN JURONG KECHIL,2020Q3,2.4,2.29,2.15,21,SHERWOOD CONDOMINIUM,-1,-1
MOULMEIN RISE,2020Q3,3.19,3.03,2.85,11,THE SPRINGS,-1,-1
HOUGANG STREET 32,2018Q1,2.89,2.56,2.33,19,PARC VERA,-1,-1
HOUGANG STREET 32,2018Q3,2.93,2.61,2.37,19,PARC VERA,-1,-1
HOUGANG STREET 32,2018Q2,2.74,2.53,2.2,19,PARC VERA,-1,-1
HOUGANG STREET 32,2018Q4,2.55,2.42,2.22,19,PARC VERA,-1,-1
HOUGANG STREET 32,2020Q3,2.76,2.39,2.26,19,PARC VERA,-1,-1
HOUGANG STREET 32,2020Q2,2.83,2.66,2.5,19,PARC VERA,-1,-1
HOUGANG STREET 32,2019Q1,2.87,2.61,2.5,19,PARC VERA,-1,-1
HOUGANG STREET 32,2019Q3,2.71,2.51,2.28,19,PARC VERA,-1,-1
HOUGANG STREET 32,2020Q1,2.79,2.62,2.46,19,PARC VERA,-1,-1
HOUGANG STREET 32,2019Q2,2.81,2.67,2.52,19,PARC VERA,-1,-1
HOUGANG STREET 32,2019Q4,2.69,2.67,2.55,19,PARC VERA,-1,-1
HOUGANG STREET 32,2020Q4,2.83,2.67,2.53,19,PARC VERA,-1,-1
CLUB STREET,2018Q1,4.21,3.91,3.57,01,EMERALD GARDEN,-1,-1
CLUB STREET,2018Q3,3.96,3.58,3.41,01,EMERALD GARDEN,-1,-1
CLUB STREET,2018Q2,4.01,3.63,3.51,01,EMERALD GARDEN,-1,-1
CLUB STREET,2018Q4,3.8,3.62,3.34,01,EMERALD GARDEN,-1,-1
CLUB STREET,2019Q1,3.98,3.76,3.57,01,EMERALD GARDEN,-1,-1
CLUB STREET,2019Q3,3.93,3.68,3.58,01,EMERALD GARDEN,-1,-1
CLUB STREET,2020Q1,3.99,3.76,3.58,01,EMERALD GARDEN,-1,-1
CLUB STREET,2019Q2,3.88,3.59,3.48,01,EMERALD GARDEN,-1,-1
CLUB STREET,2019Q4,3.97,3.68,3.58,01,EMERALD GARDEN,-1,-1
CLUB STREET,2020Q3,3.68,3.57,3.32,01,EMERALD GARDEN,-1,-1
CLUB STREET,2020Q2,3.77,3.66,3.43,01,EMERALD GARDEN,-1,-1
CLUB STREET,2020Q4,3.61,3.36,3.2,01,EMERALD GARDEN,-1,-1
SIMON LANE,2018Q1,3.55,2.78,2.4,19,BLISS@KOVAN,-1,-1
SIMON LANE,2019Q1,3.49,3.06,2.59,19,BLISS@KOVAN,-1,-1
SIMON LANE,2018Q3,3.31,2.95,2.64,19,BLISS@KOVAN,-1,-1
SIMON LANE,2018Q2,3.41,3.01,2.84,19,BLISS@KOVAN,-1,-1
SIMON LANE,2019Q3,3.25,2.99,2.67,19,BLISS@KOVAN,-1,-1
SIMON LANE,2020Q1,3.49,2.78,2.67,19,BLISS@KOVAN,-1,-1
SIMON LANE,2019Q2,3.1,2.84,2.73,19,BLISS@KOVAN,-1,-1
SIMON LANE,2020Q3,3.7,3.38,2.89,19,BLISS@KOVAN,-1,-1
SIMON LANE,2020Q2,2.97,2.77,2.6,19,BLISS@KOVAN,-1,-1
UPPER SERANGOON ROAD,2020Q3,3.85,3.39,3.23,19,SPAZIO @ KOVAN,-1,-1
UPPER SERANGOON ROAD,2019Q3,3.74,3.27,3.0,19,SPAZIO @ KOVAN,-1,-1
ALEXANDRA VIEW,2018Q3,3.89,3.57,3.48,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2018Q1,3.93,3.69,3.46,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2019Q1,3.97,3.76,3.5,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2018Q2,3.97,3.87,3.65,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2018Q4,3.87,3.7,3.39,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2019Q3,3.99,3.76,3.58,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2020Q1,4.21,3.8,3.44,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2019Q2,4.15,3.76,3.46,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2019Q4,4.03,3.73,3.63,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2020Q3,3.86,3.73,3.58,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2020Q2,4.07,3.86,3.66,03,ASCENTIA SKY,-1,-1
ALEXANDRA VIEW,2020Q4,3.92,3.71,3.52,03,ASCENTIA SKY,-1,-1
KAY POH ROAD,2019Q4,3.76,3.39,2.66,10,THE ASTON,-1,-1
CAIRNHILL CIRCLE,2018Q1,4.51,4.25,3.99,09,CAIRNHILL CREST,-1,-1
