district,propertyType,contractDate,tenure,per_meter_square,typeOfArea
3,Condominium,11-2020,99-years,24222.22,Strata
3,Condominium,11-2020,99-years,24571.43,Strata
3,Condominium,11-2020,99-years,23111.11,Strata
3,Condominium,11-2020,99-years,22587.3,Strata
3,Condominium,11-2020,99-years,22936.51,Strata
3,Condominium,11-2020,99-years,24746.03,Strata
3,Condominium,11-2020,99-years,25968.25,Strata
3,Condominium,11-2020,99-years,25603.17,Strata
3,Condominium,11-2020,99-years,24396.83,Strata
3,Condominium,11-2020,99-years,23698.41,Strata
3,Condominium,11-2020,99-years,22761.9,Strata
3,Condominium,11-2020,99-years,21729.17,Strata
3,Condominium,11-2020,99-years,21208.33,Strata
3,Condominium,01-2021,99-years,21114.29,Strata
3,Condominium,01-2021,99-years,22014.29,Strata
3,Condominium,12-2020,99-years,21043.48,Strata
3,Condominium,01-2021,99-years,21728.57,Strata
3,Condominium,01-2021,99-years,21442.86,Strata
3,Condominium,01-2021,99-years,22645.83,Strata
3,Condominium,12-2020,99-years,22969.81,Strata
3,Condominium,12-2020,99-years,26266.67,Strata
3,Condominium,01-2021,99-years,26063.49,Strata
3,Condominium,12-2020,99-years,21041.67,Strata
3,Condominium,11-2020,99-years,24086.96,Strata
3,Condominium,11-2020,99-years,24282.61,Strata
3,Condominium,11-2020,99-years,26391.3,Strata
3,Condominium,11-2020,99-years,23913.04,Strata
3,Condominium,11-2020,99-years,23500.0,Strata
3,Condominium,11-2020,99-years,24978.26,Strata
3,Condominium,11-2020,99-years,25847.83,Strata
3,Condominium,11-2020,99-years,23152.17,Strata
3,Condominium,11-2020,99-years,22804.35,Strata
3,Condominium,11-2020,99-years,26760.87,Strata
3,Condominium,11-2020,99-years,24804.35,Strata
3,Condominium,11-2020,99-years,24456.52,Strata
3,Condominium,11-2020,99-years,22978.26,Strata
3,Condominium,11-2020,99-years,23326.09,Strata
3,Condominium,11-2020,99-years,25698.41,Strata
3,Condominium,11-2020,99-years,23206.35,Strata
3,Condominium,11-2020,99-years,22682.54,Strata
3,Condominium,11-2020,99-years,23968.25,Strata
3,Condominium,11-2020,99-years,24492.06,Strata
3,Condominium,11-2020,99-years,24317.46,Strata
3,Condominium,11-2020,99-years,23619.05,Strata
3,Condominium,11-2020,99-years,23031.75,Strata
3,Condominium,11-2020,99-years,24142.86,Strata
3,Condominium,11-2020,99-years,23793.65,Strata
3,Condominium,11-2020,99-years,22523.81,Strata
3,Condominium,11-2020,99-years,26253.97,Strata
3,Condominium,11-2020,99-years,22857.14,Strata
3,Condominium,11-2020,99-years,24630.43,Strata
3,Condominium,11-2020,99-years,26021.74,Strata
4,Condominium,12-2018,Freehold,15100.0,Strata
4,Condominium,10-2020,Freehold,15666.67,Strata
4,Condominium,11-2020,Freehold,18709.68,Strata
4,Condominium,10-2020,Freehold,20625.0,Strata
4,Condominium,08-2016,Freehold,21451.61,Strata
4,Condominium,02-2016,Freehold,22250.0,Strata
4,Condominium,08-2017,Freehold,16279.07,Strata
4,Condominium,11-2019,Freehold,16250.0,Strata
4,Condominium,06-2017,Freehold,21313.43,Strata
4,Condominium,11-2017,Freehold,17532.47,Strata
4,Condominium,05-2017,Freehold,13986.01,Strata
4,Condominium,09-2018,Freehold,18656.72,Strata
4,Condominium,03-2018,Freehold,17954.55,Strata
4,Condominium,03-2018,Freehold,21700.0,Strata
4,Condominium,01-2019,Freehold,20750.0,Strata
4,Condominium,11-2017,Freehold,19354.84,Strata
4,Condominium,02-2017,Freehold,20222.2,Strata
4,Condominium,07-2019,Freehold,21200.0,Strata
5,Apartment,12-2020,Freehold,13009.71,Strata
5,Apartment,10-2020,Freehold,10678.16,Strata
5,Apartment,04-2017,Freehold,12427.18,Strata
5,Apartment,06-2018,Freehold,11506.02,Strata
5,Apartment,04-2016,Freehold,12886.6,Strata
2,Apartment,06-2019,Freehold,28465.12,Strata
2,Apartment,07-2019,Freehold,28700.0,Strata
2,Apartment,07-2019,Freehold,28292.13,Strata
2,Apartment,10-2019,Freehold,30786.89,Strata
2,Apartment,10-2020,Freehold,29752.94,Strata
2,Apartment,12-2020,Freehold,29858.82,Strata
2,Apartment,12-2020,Freehold,28152.94,Strata
2,Apartment,08-2019,Freehold,27191.01,Strata
2,Apartment,01-2021,Freehold,28783.33,Strata
2,Apartment,01-2021,Freehold,30800.0,Strata
2,Apartment,01-2021,Freehold,28647.06,Strata
2,Apartment,07-2019,Freehold,31049.18,Strata
2,Apartment,10-2019,Freehold,27344.83,Strata
2,Apartment,07-2019,Freehold,24616.16,Strata
2,Apartment,12-2019,Freehold,30754.1,Strata
2,Apartment,07-2019,Freehold,27482.35,Strata
2,Apartment,10-2020,Freehold,29364.71,Strata
2,Apartment,10-2020,Freehold,29470.59,Strata
2,Apartment,10-2020,Freehold,27112.36,Strata
2,Apartment,06-2019,Freehold,27250.0,Strata
2,Apartment,11-2020,Freehold,29952.94,Strata
2,Apartment,11-2020,Freehold,29658.82,Strata
2,Apartment,07-2019,Freehold,27348.84,Strata
2,Apartment,07-2019,Freehold,26714.29,Strata
2,Apartment,08-2019,Freehold,30852.46,Strata
2,Apartment,08-2019,Freehold,26921.35,Strata
2,Apartment,06-2019,Freehold,28186.05,Strata
2,Apartment,07-2019,Freehold,27111.11,Strata
2,Apartment,07-2019,Freehold,26619.05,Strata
2,Apartment,06-2019,Freehold,28379.31,Strata
2,Apartment,06-2019,Freehold,28279.07,Strata
2,Apartment,07-2019,Freehold,28213.48,Strata
2,Apartment,07-2019,Freehold,27015.87,Strata
2,Apartment,07-2019,Freehold,27440.0,Strata
2,Apartment,07-2019,Freehold,29047.06,Strata
2,Apartment,11-2019,Freehold,27482.35,Strata
2,Apartment,06-2019,Freehold,29033.33,Strata
2,Apartment,06-2019,Freehold,27431.03,Strata
2,Apartment,06-2019,Freehold,30754.1,Strata
2,Apartment,06-2019,Freehold,28379.31,Strata
2,Apartment,09-2019,Freehold,26955.06,Strata
2,Apartment,06-2019,Freehold,28186.05,Strata
2,Apartment,07-2019,Freehold,30557.38,Strata
2,Apartment,06-2019,Freehold,28120.69,Strata
2,Apartment,06-2019,Freehold,27258.62,Strata
2,Apartment,06-2019,Freehold,28465.12,Strata
2,Apartment,09-2019,Freehold,27033.71,Strata
2,Apartment,06-2019,Freehold,24184.47,Strata
2,Apartment,07-2019,Freehold,30754.1,Strata
2,Apartment,09-2019,Freehold,26876.4,Strata
2,Apartment,06-2019,Freehold,27333.33,Strata
2,Apartment,06-2019,Freehold,26170.21,Strata
2,Apartment,06-2019,Freehold,26604.65,Strata
2,Apartment,09-2019,Freehold,28206.9,Strata
2,Apartment,06-2019,Freehold,26000.0,Strata
2,Apartment,06-2019,Freehold,28293.1,Strata
2,Apartment,03-2020,Freehold,26955.06,Strata
2,Apartment,09-2019,Freehold,29967.21,Strata
2,Apartment,06-2019,Freehold,26750.0,Strata
2,Apartment,06-2019,Freehold,28000.0,Strata
2,Apartment,06-2019,Freehold,27258.62,Strata
2,Apartment,08-2019,Freehold,25242.72,Strata
2,Apartment,09-2019,Freehold,27112.36,Strata
2,Apartment,09-2019,Freehold,27000.0,Strata
2,Apartment,06-2019,Freehold,26697.67,Strata
2,Apartment,09-2019,Freehold,27269.66,Strata
2,Apartment,08-2019,Freehold,25914.89,Strata
2,Apartment,06-2019,Freehold,30950.82,Strata
2,Apartment,09-2019,Freehold,27388.24,Strata
2,Apartment,06-2019,Freehold,25829.79,Strata
2,Apartment,06-2019,Freehold,26085.11,Strata
2,Apartment,06-2019,Freehold,27111.11,Strata
2,Apartment,07-2019,Freehold,27206.35,Strata
2,Apartment,06-2019,Freehold,27916.67,Strata
2,Apartment,06-2019,Freehold,26916.67,Strata
2,Apartment,06-2019,Freehold,26255.32,Strata
2,Apartment,07-2019,Freehold,28866.67,Strata
2,Apartment,06-2019,Freehold,22690.91,Strata
2,Apartment,06-2019,Freehold,23464.79,Strata
2,Apartment,06-2019,Freehold,27015.87,Strata
2,Apartment,08-2019,Freehold,30655.74,Strata
2,Apartment,07-2019,Freehold,28213.48,Strata
2,Apartment,06-2019,Freehold,28034.48,Strata
2,Apartment,07-2020,Freehold,27576.47,Strata
2,Apartment,06-2019,Freehold,27000.0,Strata
2,Apartment,07-2019,Freehold,28450.0,Strata
2,Apartment,06-2019,Freehold,26976.74,Strata
2,Apartment,06-2019,Freehold,23453.33,Strata
2,Apartment,07-2019,Freehold,27682.35,Strata
2,Apartment,06-2019,Freehold,26085.11,Strata
2,Apartment,08-2019,Freehold,30852.46,Strata
2,Apartment,12-2019,Freehold,22472.73,Strata
2,Apartment,12-2019,Freehold,26883.72,Strata
2,Apartment,10-2019,Freehold,28000.0,Strata
2,Apartment,12-2019,Freehold,28166.67,Strata
2,Apartment,09-2019,Freehold,27543.94,Strata
2,Apartment,12-2019,Freehold,26460.32,Strata
2,Apartment,06-2019,Freehold,28372.09,Strata
2,Apartment,06-2019,Freehold,27162.79,Strata
2,Apartment,06-2019,Freehold,28637.93,Strata
2,Apartment,07-2019,Freehold,27696.63,Strata
2,Apartment,06-2019,Freehold,30163.93,Strata
2,Apartment,01-2020,Freehold,30360.66,Strata
2,Apartment,06-2019,Freehold,23453.33,Strata
2,Apartment,01-2020,Freehold,28465.12,Strata
2,Apartment,09-2019,Freehold,27000.0,Strata
2,Apartment,11-2019,Freehold,23854.55,Strata
2,Apartment,07-2019,Freehold,23076.92,Strata
2,Apartment,08-2019,Freehold,25495.15,Strata
2,Apartment,08-2019,Freehold,26825.4,Strata
2,Apartment,07-2019,Freehold,27083.33,Strata
2,Apartment,07-2019,Freehold,26920.63,Strata
2,Apartment,07-2019,Freehold,27808.99,Strata
2,Apartment,07-2019,Freehold,27853.48,Strata
2,Apartment,09-2019,Freehold,27685.06,Strata
2,Apartment,09-2019,Freehold,25914.89,Strata
2,Apartment,06-2019,Freehold,27083.33,Strata
2,Apartment,06-2019,Freehold,28083.33,Strata
2,Apartment,08-2020,Freehold,27870.59,Strata
2,Apartment,01-2020,Freehold,27500.0,Strata
2,Apartment,12-2019,Freehold,28089.89,Strata
2,Apartment,01-2020,Freehold,27388.24,Strata
2,Apartment,06-2019,Freehold,26750.0,Strata
2,Apartment,06-2019,Freehold,28283.33,Strata
2,Apartment,02-2020,Freehold,28651.69,Strata
2,Apartment,01-2020,Freehold,28700.0,Strata
2,Apartment,07-2019,Freehold,28950.0,Strata
2,Apartment,06-2019,Freehold,26365.08,Strata
2,Apartment,06-2019,Freehold,26913.79,Strata
2,Apartment,07-2019,Freehold,29033.33,Strata
2,Apartment,06-2019,Freehold,27431.03,Strata
2,Apartment,09-2019,Freehold,28551.72,Strata
2,Apartment,10-2019,Freehold,30852.46,Strata
2,Apartment,06-2019,Freehold,27250.0,Strata
2,Apartment,12-2019,Freehold,28186.05,Strata
2,Apartment,12-2019,Freehold,27166.67,Strata
2,Apartment,01-2020,Freehold,31770.49,Strata
2,Apartment,06-2019,Freehold,27333.33,Strata
2,Apartment,08-2019,Freehold,28533.33,Strata
2,Apartment,06-2019,Freehold,28372.09,Strata
2,Apartment,07-2019,Freehold,27808.99,Strata
2,Apartment,07-2019,Freehold,28197.67,Strata
2,Apartment,06-2019,Freehold,27162.79,Strata
2,Apartment,06-2019,Freehold,30163.93,Strata
2,Apartment,05-2020,Freehold,26916.67,Strata
2,Apartment,06-2019,Freehold,26920.63,Strata
2,Apartment,06-2019,Freehold,28558.14,Strata
2,Apartment,06-2019,Freehold,27166.67,Strata
2,Apartment,06-2019,Freehold,26764.04,Strata
2,Apartment,07-2019,Freehold,28134.83,Strata
2,Apartment,10-2019,Freehold,26606.74,Strata
2,Apartment,06-2019,Freehold,27172.41,Strata
2,Apartment,06-2019,Freehold,27069.77,Strata
2,Apartment,06-2019,Freehold,29967.21,Strata
2,Apartment,01-2020,Freehold,27470.59,Strata
2,Apartment,07-2019,Freehold,30655.74,Strata
2,Apartment,06-2019,Freehold,26790.7,Strata
2,Apartment,07-2019,Freehold,23076.92,Strata
2,Apartment,06-2019,Freehold,26697.67,Strata
2,Apartment,12-2019,Freehold,26340.43,Strata
2,Apartment,12-2019,Freehold,28058.82,Strata
2,Apartment,12-2019,Freehold,27898.88,Strata
2,Apartment,07-2019,Freehold,22101.69,Strata
2,Apartment,06-2019,Freehold,28465.52,Strata
2,Apartment,06-2019,Freehold,24704.23,Strata
2,Apartment,07-2019,Freehold,28056.18,Strata
2,Apartment,07-2019,Freehold,27898.88,Strata
2,Apartment,06-2019,Freehold,28293.1,Strata
2,Apartment,06-2019,Freehold,31163.93,Strata
2,Apartment,06-2019,Freehold,26555.56,Strata
2,Apartment,06-2019,Freehold,26000.0,Strata
2,Apartment,08-2019,Freehold,28333.33,Strata
2,Apartment,06-2019,Freehold,27086.21,Strata
2,Apartment,06-2019,Freehold,26913.79,Strata
2,Apartment,07-2019,Freehold,28866.67,Strata
2,Apartment,08-2019,Freehold,26604.65,Strata
2,Apartment,07-2020,Freehold,25829.79,Strata
2,Apartment,06-2019,Freehold,27775.28,Strata
2,Apartment,06-2019,Freehold,26340.43,Strata
2,Apartment,08-2020,Freehold,26978.72,Strata
2,Apartment,10-2019,Freehold,24704.23,Strata
2,Apartment,07-2019,Freehold,28616.67,Strata
2,Apartment,01-2020,Freehold,28283.33,Strata
2,Apartment,06-2019,Freehold,28551.72,Strata
2,Apartment,07-2019,Freehold,27348.31,Strata
2,Apartment,06-2019,Freehold,29868.85,Strata
2,Apartment,11-2019,Freehold,26936.51,Strata
2,Apartment,06-2019,Freehold,27172.41,Strata
2,Apartment,09-2019,Freehold,26976.74,Strata
2,Apartment,06-2019,Freehold,26833.33,Strata
2,Apartment,03-2020,Freehold,27916.67,Strata
2,Apartment,01-2020,Freehold,24616.16,Strata
2,Apartment,06-2019,Freehold,27086.21,Strata
2,Apartment,06-2019,Freehold,28120.69,Strata
2,Apartment,06-2019,Freehold,28637.93,Strata
2,Apartment,12-2019,Freehold,28950.0,Strata
2,Apartment,06-2019,Freehold,27588.24,Strata
2,Apartment,06-2019,Freehold,22101.69,Strata
2,Apartment,06-2019,Freehold,26883.72,Strata
2,Apartment,01-2020,Freehold,28516.85,Strata
2,Apartment,01-2020,Freehold,28783.33,Strata
2,Apartment,06-2019,Freehold,23854.55,Strata
2,Apartment,09-2019,Freehold,30640.0,Strata
2,Apartment,06-2019,Freehold,28372.09,Strata
2,Apartment,06-2019,Freehold,23464.79,Strata
2,Apartment,06-2019,Freehold,28465.52,Strata
2,Apartment,08-2020,Freehold,28034.48,Strata
2,Apartment,03-2020,Freehold,28558.14,Strata
2,Apartment,10-2019,Freehold,29529.41,Strata
2,Apartment,06-2019,Freehold,26170.21,Strata
2,Apartment,06-2019,Freehold,27344.83,Strata
2,Apartment,06-2019,Freehold,28206.9,Strata
2,Apartment,02-2020,Freehold,27000.0,Strata
2,Apartment,09-2019,Freehold,30163.93,Strata
2,Apartment,07-2019,Freehold,27348.31,Strata
2,Apartment,08-2019,Freehold,27000.0,Strata
2,Apartment,06-2019,Freehold,28093.02,Strata
2,Apartment,07-2019,Freehold,30360.66,Strata
2,Apartment,11-2019,Freehold,26790.7,Strata
2,Apartment,11-2019,Freehold,28250.0,Strata
2,Apartment,08-2019,Freehold,24436.89,Strata
5,Apartment,10-2020,Freehold,10602.41,Strata
2,Apartment,03-2016,Freehold,11750.0,Strata
2,Apartment,05-2018,Freehold,29348.68,Strata
4,Condominium,07-2020,99-years,20072.99,Strata
4,Condominium,11-2020,99-years,19375.0,Strata
4,Condominium,12-2019,99-years,23400.0,Strata
4,Condominium,08-2020,99-years,21340.91,Strata
4,Condominium,10-2019,99-years,24625.0,Strata
4,Condominium,10-2019,99-years,22900.91,Strata
4,Condominium,11-2020,99-years,27935.22,Strata
4,Condominium,09-2020,99-years,18536.59,Strata
4,Condominium,04-2017,99-years,19180.72,Strata
4,Condominium,04-2016,99-years,20436.85,Strata
4,Condominium,12-2016,99-years,19207.32,Strata
4,Condominium,10-2016,99-years,20062.02,Strata
4,Condominium,01-2016,99-years,19092.1,Strata
4,Condominium,01-2017,99-years,19440.86,Strata
4,Condominium,12-2016,99-years,19230.77,Strata
4,Condominium,05-2017,99-years,19855.42,Strata
4,Condominium,08-2018,99-years,21524.59,Strata
4,Condominium,11-2017,99-years,20333.33,Strata
4,Condominium,08-2017,99-years,21827.59,Strata
4,Condominium,09-2017,99-years,19258.93,Strata
4,Condominium,05-2017,99-years,20016.95,Strata
4,Condominium,12-2017,99-years,21000.0,Strata
4,Condominium,11-2016,99-years,20452.38,Strata
4,Condominium,11-2016,99-years,20298.85,Strata
4,Condominium,02-2017,99-years,25832.01,Strata
4,Condominium,10-2017,99-years,19627.91,Strata
4,Condominium,03-2017,99-years,19773.44,Strata
4,Condominium,11-2016,99-years,19917.65,Strata
4,Condominium,09-2018,99-years,23218.09,Strata
4,Condominium,04-2017,99-years,22216.22,Strata
4,Condominium,04-2016,99-years,23496.5,Strata
4,Condominium,04-2017,99-years,19523.81,Strata
4,Condominium,07-2017,99-years,20771.65,Strata
4,Condominium,05-2017,99-years,18923.08,Strata
4,Condominium,02-2018,99-years,19735.04,Strata
4,Condominium,01-2017,99-years,22404.76,Strata
4,Condominium,03-2017,99-years,20541.18,Strata
4,Condominium,07-2017,99-years,16791.04,Strata
4,Condominium,07-2018,99-years,22347.83,Strata
4,Condominium,11-2016,99-years,19876.54,Strata
4,Condominium,02-2018,99-years,19612.07,Strata
4,Condominium,01-2017,99-years,19672.0,Strata
4,Condominium,11-2017,99-years,23205.48,Strata
4,Condominium,04-2019,99-years,30769.23,Strata
4,Condominium,10-2018,99-years,21826.09,Strata
4,Condominium,02-2017,99-years,22727.27,Strata
4,Condominium,12-2017,99-years,19370.08,Strata
4,Condominium,07-2017,99-years,21469.14,Strata
4,Condominium,07-2018,99-years,24476.19,Strata
4,Condominium,02-2017,99-years,19156.63,Strata
4,Condominium,03-2017,99-years,20391.3,Strata
4,Condominium,04-2017,99-years,20605.04,Strata
4,Condominium,04-2018,99-years,24812.66,Strata
4,Condominium,02-2018,99-years,20115.7,Strata
4,Condominium,03-2017,99-years,17926.83,Strata
4,Condominium,10-2017,99-years,19858.82,Strata
4,Condominium,09-2019,99-years,22732.56,Strata
4,Condominium,08-2019,99-years,24333.33,Strata
4,Condominium,02-2018,99-years,20703.13,Strata
4,Condominium,03-2019,99-years,20437.96,Strata
4,Condominium,03-2017,99-years,22108.84,Strata
4,Condominium,04-2017,99-years,18926.83,Strata
4,Condominium,04-2017,99-years,19373.49,Strata
4,Condominium,10-2018,99-years,28944.44,Strata
4,Condominium,11-2019,99-years,28509.43,Strata
4,Condominium,05-2018,99-years,24822.7,Strata
4,Condominium,11-2016,99-years,19674.42,Strata
4,Condominium,10-2016,99-years,20661.16,Strata
4,Condominium,04-2017,99-years,17710.84,Strata
4,Condominium,10-2017,99-years,21056.18,Strata
4,Condominium,09-2019,99-years,24102.56,Strata
4,Condominium,07-2016,99-years,19500.0,Strata
4,Condominium,01-2020,99-years,27156.25,Strata
4,Condominium,04-2017,99-years,21834.48,Strata
4,Condominium,04-2017,99-years,21586.21,Strata
4,Condominium,10-2018,99-years,25448.28,Strata
4,Condominium,08-2016,99-years,21771.03,Strata
4,Condominium,10-2019,99-years,22965.52,Strata
4,Condominium,07-2018,99-years,21021.9,Strata
4,Condominium,11-2017,99-years,21703.7,Strata
4,Condominium,10-2019,99-years,23661.54,Strata
4,Condominium,05-2017,99-years,31297.1,Strata
4,Condominium,04-2019,99-years,27656.48,Strata
4,Condominium,08-2019,99-years,22926.83,Strata
4,Condominium,01-2018,99-years,19930.43,Strata
4,Condominium,02-2017,99-years,17710.84,Strata
4,Condominium,12-2019,99-years,27148.15,Strata
4,Condominium,03-2020,99-years,22200.0,Strata
4,Condominium,10-2017,99-years,19773.11,Strata
4,Condominium,08-2017,99-years,21569.77,Strata
4,Condominium,07-2019,99-years,21926.83,Strata
4,Condominium,03-2019,99-years,19063.49,Strata
4,Condominium,08-2020,99-years,19259.26,Strata
4,Condominium,09-2017,99-years,22093.02,Strata
4,Condominium,12-2016,99-years,22253.52,Strata
4,Condominium,04-2018,99-years,23118.28,Strata
4,Condominium,03-2017,99-years,26396.76,Strata
4,Condominium,10-2016,99-years,19641.98,Strata
4,Condominium,11-2016,99-years,20123.08,Strata
4,Condominium,09-2019,99-years,22879.52,Strata
4,Condominium,10-2019,99-years,31182.8,Strata
4,Condominium,02-2018,99-years,19834.71,Strata
4,Condominium,12-2019,99-years,20655.74,Strata
4,Condominium,10-2019,99-years,31250.0,Strata
4,Condominium,07-2018,99-years,23666.67,Strata
4,Condominium,08-2017,99-years,20764.71,Strata
4,Condominium,04-2019,99-years,23200.0,Strata
4,Condominium,11-2019,99-years,24031.25,Strata
4,Condominium,10-2016,99-years,18895.41,Strata
4,Condominium,04-2017,99-years,20258.02,Strata
4,Condominium,06-2017,99-years,22702.7,Strata
4,Condominium,10-2019,99-years,24375.0,Strata
4,Condominium,01-2020,99-years,22386.55,Strata
4,Condominium,11-2019,99-years,21913.04,Strata
4,Condominium,10-2019,99-years,27782.61,Strata
4,Condominium,07-2019,99-years,23250.0,Strata
4,Condominium,06-2019,99-years,20983.61,Strata
4,Condominium,01-2020,99-years,20769.23,Strata
