district,propertyType,contractDate,tenure,per_meter_square,typeOfArea
5,Apartment,04-2018,Freehold,20295.45,Strata
5,Apartment,06-2018,Freehold,19956.9,Strata
5,Apartment,04-2018,Freehold,20844.44,Strata
5,Apartment,04-2018,Freehold,19206.9,Strata
5,Apartment,05-2018,Freehold,19870.71,Strata
5,Apartment,04-2018,Freehold,19354.17,Strata
5,Apartment,04-2018,Freehold,18392.16,Strata
5,Apartment,05-2018,Freehold,18900.0,Strata
5,Apartment,04-2018,Freehold,16991.67,Strata
5,Apartment,04-2018,Freehold,21177.78,Strata
5,Apartment,04-2018,Freehold,18772.28,Strata
5,Apartment,04-2018,Freehold,20181.82,Strata
5,Apartment,04-2018,Freehold,20500.0,Strata
5,Apartment,04-2018,Freehold,20250.0,Strata
5,Strata Terrace,06-2018,Freehold,17658.42,Strata
5,Apartment,04-2018,Freehold,21279.07,Strata
5,Apartment,04-2018,Freehold,17681.82,Strata
5,Apartment,04-2018,Freehold,20418.6,Strata
5,Apartment,04-2018,Freehold,19346.94,Strata
5,Apartment,04-2018,Freehold,21395.35,Strata
5,Apartment,04-2018,Freehold,16950.98,Strata
5,Apartment,04-2018,Freehold,20546.88,Strata
5,Apartment,04-2018,Freehold,18990.1,Strata
5,Apartment,04-2018,Freehold,19954.55,Strata
5,Apartment,04-2018,Freehold,18960.0,Strata
5,Apartment,05-2018,Freehold,19215.52,Strata
5,Apartment,04-2018,Freehold,18357.14,Strata
5,Apartment,04-2018,Freehold,19770.83,Strata
5,Apartment,04-2018,Freehold,16466.67,Strata
5,Apartment,04-2018,Freehold,20187.5,Strata
5,Apartment,04-2018,Freehold,19521.74,Strata
5,Apartment,05-2018,Freehold,20184.78,Strata
5,Apartment,04-2018,Freehold,18118.42,Strata
5,Apartment,05-2018,Freehold,17714.29,Strata
5,Apartment,04-2018,Freehold,20727.27,Strata
5,Apartment,05-2018,Freehold,20883.33,Strata
5,Apartment,04-2018,Freehold,19642.86,Strata
5,Apartment,04-2018,Freehold,19959.18,Strata
5,Apartment,04-2018,Freehold,18983.33,Strata
5,Apartment,04-2018,Freehold,20437.5,Strata
5,Apartment,05-2018,Freehold,19899.16,Strata
5,Apartment,04-2018,Freehold,18760.0,Strata
5,Apartment,06-2018,Freehold,18770.11,Strata
5,Apartment,04-2018,Freehold,19750.0,Strata
5,Apartment,04-2018,Freehold,20418.6,Strata
5,Apartment,04-2018,Freehold,21511.63,Strata
5,Apartment,05-2018,Freehold,18678.16,Strata
5,Apartment,04-2018,Freehold,19520.83,Strata
5,Apartment,04-2018,Freehold,17413.04,Strata
5,Apartment,04-2018,Freehold,16633.33,Strata
5,Apartment,04-2018,Freehold,20615.38,Strata
5,Apartment,05-2018,Freehold,20466.67,Strata
5,Apartment,04-2018,Freehold,17821.43,Strata
5,Apartment,04-2018,Freehold,18093.33,Strata
5,Apartment,04-2018,Freehold,19386.14,Strata
5,Apartment,05-2018,Freehold,17283.58,Strata
5,Apartment,04-2018,Freehold,20357.14,Strata
5,Apartment,04-2018,Freehold,20651.16,Strata
5,Apartment,04-2018,Freehold,19766.67,Strata
5,Apartment,04-2018,Freehold,20300.0,Strata
5,Apartment,05-2018,Freehold,19200.0,Strata
5,Apartment,04-2018,Freehold,19142.86,Strata
5,Apartment,04-2018,Freehold,20000.0,Strata
5,Apartment,04-2018,Freehold,19793.1,Strata
5,Apartment,04-2018,Freehold,19666.67,Strata
5,Apartment,04-2018,Freehold,19650.0,Strata
5,Apartment,04-2018,Freehold,19755.1,Strata
5,Apartment,04-2018,Freehold,17642.86,Strata
5,Apartment,04-2018,Freehold,20969.23,Strata
5,Apartment,04-2018,Freehold,21232.56,Strata
5,Apartment,04-2018,Freehold,17957.14,Strata
5,Apartment,04-2018,Freehold,19857.14,Strata
5,Apartment,06-2018,Freehold,19554.35,Strata
5,Apartment,04-2018,Freehold,17133.33,Strata
5,Apartment,04-2018,Freehold,20651.16,Strata
5,Apartment,05-2018,Freehold,20534.88,Strata
5,Apartment,04-2018,Freehold,18827.59,Strata
5,Apartment,04-2018,Freehold,19690.48,Strata
5,Apartment,04-2018,Freehold,19437.5,Strata
5,Apartment,06-2018,Freehold,19302.08,Strata
5,Apartment,04-2018,Freehold,20622.22,Strata
5,Apartment,06-2018,Freehold,19301.72,Strata
5,Apartment,04-2018,Freehold,20955.56,Strata
5,Apartment,04-2018,Freehold,20178.57,Strata
5,Apartment,04-2018,Freehold,21400.0,Strata
5,Apartment,04-2018,Freehold,20625.0,Strata
5,Apartment,04-2018,Freehold,19287.36,Strata
5,Strata Terrace,04-2018,Freehold,17128.71,Strata
5,Apartment,04-2018,Freehold,20288.89,Strata
5,Apartment,04-2018,Freehold,20883.72,Strata
5,Apartment,04-2018,Freehold,19089.11,Strata
5,Apartment,04-2018,Freehold,18760.0,Strata
5,Apartment,04-2018,Freehold,17532.71,Strata
5,Apartment,04-2018,Freehold,19117.65,Strata
5,Apartment,04-2018,Freehold,20767.44,Strata
5,Apartment,04-2018,Freehold,17835.82,Strata
5,Apartment,04-2018,Freehold,19344.09,Strata
5,Apartment,04-2018,Freehold,20523.08,Strata
5,Apartment,04-2018,Freehold,19857.14,Strata
5,Apartment,04-2018,Freehold,18895.83,Strata
5,Apartment,04-2018,Freehold,17054.55,Strata
5,Apartment,06-2018,Freehold,19988.1,Strata
5,Apartment,04-2018,Freehold,20068.18,Strata
5,Apartment,04-2018,Freehold,20400.0,Strata
5,Apartment,04-2018,Freehold,21000.0,Strata
5,Apartment,04-2018,Freehold,20184.62,Strata
5,Apartment,04-2018,Freehold,18960.0,Strata
5,Apartment,04-2018,Freehold,20409.09,Strata
5,Apartment,04-2018,Freehold,20733.33,Strata
5,Apartment,04-2018,Freehold,20651.16,Strata
2,Terrace,12-2020,Freehold,22471.91,Land
2,Terrace,11-2020,Freehold,23038.61,Land
2,Terrace,10-2017,Freehold,31456.95,Land
2,Terrace,01-2019,Freehold,37597.09,Land
2,Terrace,12-2019,Freehold,38653.37,Land
2,Terrace,08-2020,Freehold,24516.13,Land
3,Condominium,03-2016,Freehold,17226.89,Strata
3,Condominium,10-2016,Freehold,16853.93,Strata
3,Condominium,10-2018,Freehold,19767.44,Strata
3,Condominium,09-2017,Freehold,16974.79,Strata
3,Condominium,03-2018,Freehold,17288.14,Strata
3,Condominium,04-2018,Freehold,19327.73,Strata
3,Condominium,06-2016,Freehold,16386.55,Strata
3,Condominium,07-2016,Freehold,15932.2,Strata
3,Condominium,08-2016,Freehold,17058.82,Strata
3,Condominium,01-2018,Freehold,15164.47,Strata
3,Condominium,04-2017,Freehold,17457.63,Strata
3,Condominium,08-2017,Freehold,17288.14,Strata
3,Condominium,05-2019,Freehold,16578.95,Strata
3,Condominium,05-2017,Freehold,18023.26,Strata
3,Condominium,08-2019,Freehold,19915.25,Strata
3,Condominium,04-2017,Freehold,13157.89,Strata
3,Condominium,10-2019,Freehold,19078.95,Strata
3,Condominium,01-2020,Freehold,20588.24,Strata
3,Condominium,02-2018,Freehold,16282.89,Strata
3,Condominium,10-2017,Freehold,17694.92,Strata
3,Condominium,07-2016,Freehold,16386.55,Strata
3,Condominium,02-2018,Freehold,19101.12,Strata
3,Condominium,02-2020,Freehold,18372.09,Strata
3,Condominium,08-2020,Freehold,21694.92,Strata
5,Condominium,05-2016,99-years,9032.26,Strata
5,Condominium,05-2017,99-years,9217.39,Strata
5,Condominium,05-2017,99-years,9047.62,Strata
5,Condominium,05-2016,99-years,9347.83,Strata
5,Condominium,03-2016,99-years,10227.27,Strata
5,Condominium,09-2016,99-years,8663.04,Strata
5,Condominium,07-2016,99-years,8666.67,Strata
5,Condominium,09-2017,99-years,10073.53,Strata
5,Condominium,04-2017,99-years,8988.76,Strata
5,Condominium,09-2017,99-years,10240.96,Strata
5,Condominium,08-2016,99-years,9318.18,Strata
5,Condominium,08-2017,99-years,11333.33,Strata
5,Condominium,05-2017,99-years,9242.42,Strata
5,Condominium,02-2017,99-years,9858.14,Strata
5,Condominium,07-2017,99-years,9060.0,Strata
5,Condominium,08-2017,99-years,9828.57,Strata
5,Condominium,07-2016,99-years,8181.82,Strata
5,Condominium,06-2017,99-years,9459.46,Strata
5,Condominium,07-2017,Freehold,11010.1,Strata
5,Condominium,01-2018,Freehold,11382.98,Strata
5,Condominium,08-2018,Freehold,14352.94,Strata
5,Condominium,04-2017,Freehold,9818.84,Strata
5,Condominium,06-2018,Freehold,11181.1,Strata
5,Condominium,05-2017,Freehold,11195.65,Strata
5,Condominium,05-2017,Freehold,11224.49,Strata
5,Condominium,03-2017,Freehold,10560.0,Strata
5,Condominium,06-2018,Freehold,13414.14,Strata
5,Condominium,05-2018,Freehold,13392.86,Strata
5,Condominium,04-2020,Freehold,12500.0,Strata
5,Condominium,03-2020,Freehold,11521.74,Strata
5,Condominium,04-2020,Freehold,12184.87,Strata
5,Condominium,07-2020,Freehold,13061.22,Strata
5,Condominium,11-2019,Freehold,13225.81,Strata
5,Condominium,03-2020,Freehold,13660.71,Strata
5,Condominium,12-2017,Freehold,11531.39,Strata
5,Condominium,01-2021,Freehold,13936.17,Strata
5,Strata Terrace,04-2017,Freehold,8525.35,Strata
5,Strata Terrace,07-2019,Freehold,9165.35,Strata
5,Strata Terrace,11-2017,Freehold,8663.59,Strata
3,Apartment,05-2017,Freehold,11122.45,Strata
3,Apartment,07-2016,Freehold,10757.58,Strata
3,Apartment,08-2020,Freehold,15782.61,Strata
3,Detached,02-2019,Freehold,12782.13,Land
3,Semi-detached,08-2018,Freehold,16789.27,Land
3,Detached,02-2019,Freehold,12782.13,Land
3,Semi-detached,08-2018,Freehold,16789.27,Land
2,Apartment,09-2020,99-years,9493.67,Strata
2,Apartment,10-2020,99-years,7745.9,Strata
2,Apartment,02-2019,99-years,7822.58,Strata
2,Apartment,02-2016,99-years,6557.38,Strata
2,Apartment,08-2017,99-years,9658.23,Strata
2,Apartment,10-2016,99-years,9367.09,Strata
2,Apartment,02-2019,99-years,10126.58,Strata
2,Apartment,03-2018,99-years,7754.24,Strata
2,Apartment,08-2017,99-years,6949.15,Strata
2,Apartment,04-2018,99-years,7540.98,Strata
2,Apartment,08-2017,99-years,7622.95,Strata
2,Apartment,07-2017,99-years,9936.71,Strata
2,Apartment,06-2018,99-years,8389.83,Strata
2,Apartment,09-2019,99-years,9493.67,Strata
2,Apartment,11-2016,99-years,9594.94,Strata
2,Apartment,07-2017,99-years,7288.14,Strata
2,Apartment,10-2017,99-years,6885.25,Strata
2,Apartment,08-2019,99-years,10607.59,Strata
2,Apartment,06-2019,99-years,8245.76,Strata
2,Apartment,07-2018,99-years,10063.29,Strata
2,Apartment,08-2017,99-years,9620.25,Strata
2,Apartment,10-2019,99-years,9493.67,Strata
2,Apartment,07-2019,99-years,9873.42,Strata
2,Apartment,01-2019,99-years,8644.07,Strata
2,Apartment,10-2017,99-years,7711.86,Strata
2,Apartment,07-2019,99-years,7950.82,Strata
2,Apartment,10-2019,99-years,7542.37,Strata
2,Apartment,10-2019,99-years,9655.7,Strata
2,Apartment,10-2018,99-years,8278.69,Strata
2,Apartment,07-2020,99-years,6779.66,Strata
5,Apartment,12-2020,Freehold,11497.58,Strata
5,Apartment,02-2020,Freehold,13324.29,Strata
5,Condominium,09-2020,Freehold,13679.25,Strata
5,Condominium,11-2020,Freehold,10361.84,Strata
5,Condominium,08-2017,Freehold,10317.46,Strata
5,Condominium,05-2017,Freehold,10102.74,Strata
5,Terrace,11-2020,Freehold,17887.15,Land
5,Terrace,03-2017,Freehold,17526.46,Land
5,Terrace,07-2016,Freehold,16337.85,Land
5,Terrace,04-2017,Freehold,15157.58,Land
5,Terrace,12-2019,Freehold,16199.23,Land
2,Condominium,06-2017,Freehold,16778.52,Strata
2,Condominium,08-2017,Freehold,17094.02,Strata
2,Condominium,04-2018,Freehold,27466.37,Strata
3,Condominium,07-2018,99-years,20125.0,Strata
3,Condominium,01-2019,99-years,19098.36,Strata
3,Condominium,10-2020,99-years,15479.45,Strata
3,Condominium,11-2020,99-years,18201.06,Strata
3,Condominium,11-2020,99-years,20367.65,Strata
3,Condominium,12-2020,99-years,17029.2,Strata
3,Condominium,12-2020,99-years,20588.24,Strata
3,Condominium,04-2017,99-years,20882.35,Strata
3,Condominium,04-2018,99-years,21764.71,Strata
3,Condominium,07-2019,99-years,21111.1,Strata
3,Condominium,11-2020,99-years,19854.01,Strata
3,Condominium,11-2020,99-years,17857.14,Strata
3,Condominium,06-2016,99-years,17287.23,Strata
3,Condominium,09-2017,99-years,17083.33,Strata
3,Condominium,02-2017,99-years,20986.88,Strata
3,Condominium,02-2017,99-years,19672.13,Strata
3,Condominium,06-2018,99-years,22647.06,Strata
3,Condominium,11-2018,99-years,18817.2,Strata
3,Condominium,03-2019,99-years,18087.59,Strata
3,Condominium,03-2017,99-years,17213.11,Strata
3,Condominium,12-2017,99-years,17794.12,Strata
3,Condominium,01-2019,99-years,20955.88,Strata
3,Condominium,05-2018,99-years,16857.14,Strata
3,Condominium,05-2018,99-years,20588.24,Strata
3,Condominium,05-2019,99-years,21307.18,Strata
3,Condominium,04-2018,99-years,16344.09,Strata
3,Condominium,03-2018,99-years,16666.67,Strata
3,Condominium,11-2018,99-years,17204.3,Strata
3,Condominium,12-2017,99-years,18835.62,Strata
3,Condominium,04-2019,99-years,21000.0,Strata
3,Condominium,03-2018,99-years,20000.0,Strata
3,Condominium,05-2018,99-years,18172.04,Strata
3,Condominium,07-2020,99-years,15753.42,Strata
3,Condominium,10-2019,99-years,24357.14,Strata
3,Condominium,02-2019,99-years,17333.33,Strata
3,Condominium,04-2019,99-years,17741.94,Strata
3,Condominium,04-2018,99-years,20673.53,Strata
3,Condominium,11-2017,99-years,21428.57,Strata
3,Condominium,04-2019,99-years,20441.18,Strata
3,Condominium,02-2019,99-years,18118.28,Strata
3,Condominium,02-2018,99-years,16000.0,Strata
3,Condominium,09-2017,99-years,21166.67,Strata
3,Condominium,02-2018,99-years,23333.33,Strata
3,Condominium,01-2018,99-years,17465.75,Strata
3,Condominium,02-2020,99-years,20588.24,Strata
3,Condominium,06-2018,99-years,20416.67,Strata
3,Condominium,05-2020,99-years,20937.5,Strata
3,Condominium,07-2019,99-years,22867.65,Strata
3,Condominium,11-2018,99-years,20875.0,Strata
3,Condominium,12-2019,99-years,20236.1,Strata
3,Condominium,06-2020,99-years,16416.67,Strata
3,Condominium,08-2020,99-years,17191.78,Strata
3,Condominium,07-2020,99-years,19861.1,Strata
3,Condominium,06-2019,99-years,21000.0,Strata
3,Condominium,12-2017,99-years,22023.81,Strata
3,Condominium,09-2019,99-years,20166.67,Strata
3,Condominium,12-2017,99-years,21323.53,Strata
3,Condominium,07-2019,99-years,14383.56,Strata
3,Condominium,05-2018,99-years,20000.0,Strata
3,Condominium,11-2019,99-years,17704.92,Strata
3,Condominium,03-2018,99-years,18750.0,Strata
3,Condominium,12-2020,99-years,20491.8,Strata
3,Condominium,12-2020,99-years,20632.35,Strata
3,Condominium,01-2021,99-years,19354.84,Strata
5,Condominium,03-2018,Freehold,10920.25,Strata
5,Condominium,11-2017,Freehold,11988.64,Strata
5,Condominium,10-2020,Freehold,10962.57,Strata
5,Condominium,04-2016,Freehold,11170.21,Strata
5,Condominium,03-2016,Freehold,11595.74,Strata
5,Condominium,07-2016,Freehold,10952.38,Strata
5,Condominium,08-2020,Freehold,11299.44,Strata
5,Condominium,05-2018,Freehold,12765.96,Strata
5,Condominium,10-2019,Freehold,12323.94,Strata
5,Condominium,06-2019,Freehold,13723.4,Strata
3,Apartment,09-2016,99-years,9343.43,Strata
3,Apartment,04-2017,99-years,9595.96,Strata
3,Apartment,01-2018,99-years,12727.27,Strata
3,Apartment,11-2016,99-years,10795.45,Strata
3,Apartment,03-2019,99-years,12954.55,Strata
7,Apartment,09-2020,99-years,17190.48,Strata
7,Apartment,10-2020,99-years,19607.84,Strata
7,Apartment,09-2020,99-years,18244.43,Strata
7,Apartment,10-2018,99-years,21679.77,Strata
7,Apartment,11-2018,99-years,20912.38,Strata
7,Apartment,12-2018,99-years,28059.2,Strata
7,Apartment,08-2017,99-years,16590.91,Strata
7,Apartment,08-2018,99-years,17364.86,Strata
7,Apartment,07-2018,99-years,22699.44,Strata
7,Apartment,09-2020,99-years,20194.17,Strata
7,Apartment,10-2020,99-years,19185.19,Strata
7,Apartment,07-2016,99-years,18852.46,Strata
7,Apartment,02-2016,99-years,17467.53,Strata
7,Apartment,10-2017,99-years,16728.97,Strata
7,Apartment,07-2017,99-years,19172.93,Strata
7,Apartment,09-2016,99-years,20194.17,Strata
7,Apartment,07-2018,99-years,23263.05,Strata
7,Apartment,03-2018,99-years,19140.63,Strata
7,Apartment,04-2018,99-years,17247.71,Strata
7,Apartment,04-2017,99-years,15833.33,Strata
7,Apartment,08-2017,99-years,21841.12,Strata
7,Apartment,08-2017,99-years,22640.0,Strata
7,Apartment,04-2017,99-years,17600.0,Strata
7,Apartment,03-2018,99-years,21391.5,Strata
7,Apartment,05-2018,99-years,17769.23,Strata
7,Apartment,10-2017,99-years,20982.0,Strata
7,Apartment,04-2017,99-years,16857.14,Strata
7,Apartment,08-2018,99-years,21082.5,Strata
7,Apartment,04-2018,99-years,21774.19,Strata
7,Apartment,04-2018,99-years,21657.66,Strata
7,Apartment,03-2018,99-years,18026.32,Strata
7,Apartment,06-2018,99-years,21066.67,Strata
7,Apartment,08-2018,99-years,17536.59,Strata
7,Apartment,07-2018,99-years,21524.29,Strata
7,Apartment,04-2018,99-years,21292.5,Strata
7,Apartment,08-2017,99-years,20876.32,Strata
7,Apartment,09-2017,99-years,17602.74,Strata
7,Apartment,07-2018,99-years,23256.32,Strata
7,Apartment,03-2018,99-years,22091.16,Strata
7,Apartment,10-2019,99-years,22180.45,Strata
7,Apartment,07-2018,99-years,23244.0,Strata
7,Apartment,04-2018,99-years,21810.57,Strata
7,Apartment,03-2016,99-years,18307.09,Strata
7,Apartment,07-2019,99-years,21962.34,Strata
7,Apartment,11-2017,99-years,19812.5,Strata
7,Apartment,08-2018,99-years,24200.26,Strata
7,Apartment,02-2018,99-years,18500.0,Strata
7,Apartment,06-2018,99-years,23509.81,Strata
7,Apartment,05-2018,99-years,18835.62,Strata
7,Apartment,06-2018,99-years,23292.13,Strata
7,Apartment,07-2018,99-years,17326.73,Strata
7,Apartment,05-2019,99-years,19375.0,Strata
7,Apartment,07-2018,99-years,27376.72,Strata
7,Apartment,05-2019,99-years,22456.44,Strata
7,Apartment,08-2019,99-years,28160.26,Strata
7,Apartment,05-2020,99-years,18800.0,Strata
7,Apartment,05-2020,99-years,17289.72,Strata
7,Apartment,04-2019,99-years,22379.23,Strata
7,Apartment,11-2018,99-years,24671.09,Strata
7,Apartment,06-2018,99-years,27370.38,Strata
7,Apartment,05-2018,99-years,19230.77,Strata
7,Apartment,11-2018,99-years,24909.45,Strata
7,Apartment,07-2018,99-years,24991.52,Strata
7,Apartment,07-2018,99-years,21703.69,Strata
7,Apartment,07-2019,99-years,22160.52,Strata
7,Apartment,08-2019,99-years,25870.0,Strata
7,Apartment,07-2019,99-years,23027.55,Strata
7,Apartment,01-2020,99-years,25475.37,Strata
7,Apartment,01-2020,99-years,23987.24,Strata
7,Apartment,11-2018,99-years,17407.41,Strata
7,Apartment,08-2020,99-years,18725.49,Strata
7,Apartment,02-2018,99-years,21173.33,Strata
7,Apartment,03-2019,99-years,23384.29,Strata
7,Apartment,08-2018,99-years,27189.14,Strata
5,Apartment,08-2017,Freehold,19493.33,Strata
5,Apartment,08-2017,Freehold,18558.67,Strata
5,Apartment,08-2017,Freehold,19335.56,Strata
5,Apartment,09-2017,Freehold,18450.67,Strata
5,Apartment,08-2017,Freehold,19335.56,Strata
5,Apartment,08-2017,Freehold,15163.93,Strata
5,Apartment,08-2017,Freehold,19493.33,Strata
5,Apartment,08-2017,Freehold,14189.19,Strata
5,Apartment,11-2017,Freehold,18493.33,Strata
5,Apartment,08-2017,Freehold,18817.24,Strata
5,Apartment,08-2017,Freehold,18558.67,Strata
5,Apartment,08-2017,Freehold,18817.24,Strata
5,Apartment,10-2017,Freehold,18690.35,Strata
5,Apartment,08-2017,Freehold,14383.56,Strata
5,Apartment,08-2017,Freehold,19177.78,Strata
5,Apartment,08-2017,Freehold,18956.9,Strata
5,Apartment,08-2017,Freehold,19177.78,Strata
5,Apartment,08-2017,Freehold,19651.11,Strata
5,Apartment,09-2017,Freehold,19000.0,Strata
5,Apartment,10-2017,Freehold,15163.93,Strata
5,Apartment,08-2017,Freehold,18956.9,Strata
5,Apartment,10-2017,Freehold,18634.01,Strata
5,Apartment,08-2017,Freehold,19651.11,Strata
5,Apartment,10-2017,Freehold,18529.6,Strata
3,Detached,08-2018,Freehold,14019.92,Land
3,Detached,05-2018,Freehold,13264.51,Land
5,Apartment,08-2020,Freehold,13000.0,Strata
5,Apartment,11-2020,Freehold,13884.3,Strata
5,Apartment,11-2020,Freehold,12727.27,Strata
5,Apartment,04-2016,Freehold,12295.08,Strata
5,Apartment,08-2016,Freehold,11762.71,Strata
5,Apartment,11-2017,Freehold,11871.92,Strata
5,Apartment,06-2018,Freehold,14072.58,Strata
5,Apartment,09-2020,Freehold,13000.0,Strata
3,Condominium,11-2020,99-years,13119.27,Strata
3,Condominium,10-2020,99-years,13494.62,Strata
3,Condominium,10-2020,99-years,13058.14,Strata
3,Condominium,11-2020,99-years,13663.37,Strata
3,Condominium,11-2020,99-years,12558.14,Strata
3,Condominium,12-2020,99-years,13663.37,Strata
3,Condominium,12-2020,99-years,13043.48,Strata
3,Condominium,02-2019,99-years,14069.77,Strata
3,Condominium,11-2020,99-years,12871.56,Strata
3,Condominium,07-2016,99-years,10860.22,Strata
3,Condominium,09-2016,99-years,10406.98,Strata
3,Condominium,11-2018,99-years,14767.44,Strata
3,Condominium,11-2017,99-years,13465.35,Strata
3,Condominium,05-2017,99-years,11279.07,Strata
3,Condominium,11-2016,99-years,10909.09,Strata
3,Condominium,03-2016,99-years,10458.72,Strata
3,Condominium,12-2016,99-years,11294.64,Strata
3,Condominium,07-2019,99-years,14767.44,Strata
3,Condominium,12-2017,99-years,12365.59,Strata
3,Condominium,05-2017,99-years,11926.61,Strata
3,Condominium,09-2017,99-years,11782.18,Strata
3,Condominium,03-2019,99-years,12376.24,Strata
3,Condominium,08-2017,99-years,11363.64,Strata
3,Condominium,03-2017,99-years,12209.3,Strata
3,Condominium,11-2018,99-years,13673.47,Strata
3,Condominium,10-2019,99-years,13969.19,Strata
3,Condominium,07-2018,99-years,12613.64,Strata
3,Condominium,10-2017,99-years,12325.58,Strata
3,Condominium,11-2018,99-years,12367.35,Strata
3,Condominium,10-2016,99-years,10597.83,Strata
3,Condominium,11-2019,99-years,13655.91,Strata
3,Condominium,03-2019,99-years,13960.4,Strata
3,Condominium,07-2020,99-years,13695.65,Strata
3,Condominium,01-2021,99-years,14261.36,Strata
5,Condominium,06-2020,Freehold,9152.1,Strata
3,Apartment,05-2019,Freehold,13437.5,Strata
3,Condominium,12-2020,Freehold,18181.82,Strata
3,Condominium,01-2021,Freehold,19911.5,Strata
3,Condominium,07-2020,Freehold,20109.89,Strata
3,Condominium,03-2016,Freehold,16666.67,Strata
3,Condominium,01-2017,Freehold,16417.91,Strata
3,Condominium,04-2017,Freehold,16814.16,Strata
3,Condominium,03-2017,Freehold,16363.64,Strata
3,Condominium,12-2018,Freehold,17217.91,Strata
3,Condominium,11-2017,Freehold,18351.65,Strata
3,Condominium,12-2016,Freehold,16121.21,Strata
3,Condominium,06-2017,Freehold,17982.46,Strata
3,Condominium,07-2016,Freehold,17802.2,Strata
3,Condominium,08-2017,Freehold,15636.36,Strata
3,Condominium,06-2019,Freehold,17789.47,Strata
3,Condominium,11-2019,Freehold,16243.65,Strata
3,Condominium,01-2019,Freehold,19780.22,Strata
3,Condominium,08-2020,Freehold,18656.72,Strata
3,Condominium,03-2019,Freehold,17982.46,Strata
3,Condominium,03-2017,Freehold,15671.64,Strata
3,Condominium,09-2019,Freehold,20109.89,Strata
5,Apartment,06-2019,Freehold,10285.71,Strata
5,Apartment,03-2016,Freehold,9951.46,Strata
5,Apartment,05-2017,Freehold,9333.33,Strata
5,Apartment,04-2017,Freehold,9523.81,Strata
5,Apartment,08-2018,Freehold,11153.85,Strata
5,Apartment,09-2017,Freehold,10256.41,Strata
5,Apartment,09-2017,Freehold,10078.74,Strata
5,Apartment,01-2020,Freehold,11367.52,Strata
3,Apartment,10-2017,Freehold,15384.62,Strata
5,Terrace,03-2019,Freehold,18414.15,Land
5,Detached,04-2018,Freehold,11583.18,Land
5,Terrace,03-2019,Freehold,18414.15,Land
5,Detached,04-2018,Freehold,11583.18,Land
3,Condominium,12-2020,99-years,24666.67,Strata
3,Condominium,11-2020,99-years,24187.5,Strata
3,Condominium,11-2020,99-years,22125.0,Strata
3,Condominium,11-2020,99-years,24375.0,Strata
3,Condominium,11-2020,99-years,22479.17,Strata
3,Condominium,11-2020,99-years,21375.0,Strata
3,Condominium,11-2020,99-years,22291.67,Strata
3,Condominium,11-2020,99-years,21541.67,Strata
3,Condominium,11-2020,99-years,22833.33,Strata
3,Condominium,11-2020,99-years,21746.03,Strata
3,Condominium,11-2020,99-years,21158.73,Strata
3,Condominium,11-2020,99-years,24111.11,Strata
3,Condominium,11-2020,99-years,23587.3,Strata
3,Condominium,11-2020,99-years,22428.57,Strata
3,Condominium,11-2020,99-years,22253.97,Strata
3,Condominium,11-2020,99-years,20507.94,Strata
3,Condominium,11-2020,99-years,20619.05,Strata
3,Condominium,11-2020,99-years,20984.13,Strata
3,Condominium,11-2020,99-years,23936.51,Strata
3,Condominium,11-2020,99-years,22079.37,Strata
3,Condominium,11-2020,99-years,21920.63,Strata
3,Condominium,11-2020,99-years,21571.43,Strata
3,Condominium,11-2020,99-years,20793.65,Strata
3,Condominium,11-2020,99-years,23412.7,Strata
3,Condominium,11-2020,99-years,23761.9,Strata
3,Condominium,11-2020,99-years,22603.17,Strata
3,Condominium,11-2020,99-years,23238.1,Strata
3,Condominium,11-2020,99-years,21695.65,Strata
3,Condominium,11-2020,99-years,22478.26,Strata
3,Condominium,11-2020,99-years,22304.35,Strata
3,Condominium,11-2020,99-years,20760.56,Strata
3,Condominium,11-2020,99-years,22652.17,Strata
3,Condominium,11-2020,99-years,22826.09,Strata
3,Condominium,11-2020,99-years,23000.0,Strata
3,Condominium,11-2020,99-years,22304.35,Strata
3,Condominium,11-2020,99-years,22478.26,Strata
3,Condominium,11-2020,99-years,21195.65,Strata
3,Condominium,11-2020,99-years,21543.48,Strata
3,Condominium,11-2020,99-years,21369.57,Strata
3,Condominium,11-2020,99-years,21717.39,Strata
3,Condominium,11-2020,99-years,22130.43,Strata
3,Condominium,11-2020,99-years,23826.09,Strata
3,Condominium,11-2020,99-years,23173.91,Strata
3,Condominium,11-2020,99-years,25086.96,Strata
3,Condominium,11-2020,99-years,22826.09,Strata
3,Condominium,11-2020,99-years,22652.17,Strata
3,Condominium,11-2020,99-years,23173.91,Strata
3,Condominium,11-2020,99-years,23000.0,Strata
3,Condominium,11-2020,99-years,21543.48,Strata
3,Condominium,11-2020,99-years,21717.39,Strata
3,Condominium,11-2020,99-years,21195.65,Strata
3,Condominium,11-2020,99-years,21369.57,Strata
3,Condominium,11-2020,99-years,21043.48,Strata
3,Condominium,11-2020,99-years,20771.43,Strata
3,Condominium,11-2020,99-years,21285.71,Strata
3,Condominium,11-2020,99-years,20942.86,Strata
3,Condominium,11-2020,99-years,27886.79,Strata
3,Condominium,11-2020,99-years,23198.11,Strata
3,Condominium,11-2020,99-years,25777.78,Strata
3,Condominium,11-2020,99-years,23285.71,Strata
3,Condominium,11-2020,99-years,24047.62,Strata
3,Condominium,11-2020,99-years,23873.02,Strata
